,filename,anumber
1913,a088123_c54_2009 lodestone annual report 2009_2010_12574981.json,88123
1914,a072568_vl3_e45-2418_a_2006_16107365.json,72568
1915,a099851_e15_1029_2013f verification listing form_12539580.json,99851
1916,a074782_c22_2003_annrpt2007_a_14276019.json,74782
1917,a088820_vr_p24_4082_2010_14438380.json,88820
1918,a078747_nk_2008a_11965944.json,78747
1919,a099125_e45_3115_dmpbibliographic_20130830_10660322.json,99125
1920,a084879_2009.11.16 - annual_52-1948_16301299.json,84879
1921,a092841_gswa_2012_c322_2011_11937430.json,92841
1922,a108349_a108349_v1_report.json,108349
1923,a099594_e70_4180_2013s_12311407.json,99594
1924,a085379_surrenderreport_e69-2322_14036591.json,85379
1925,a091243_p53_1345_surrender_14326282.json,91243
1926,a094494_e77_1801_2012an_10766079.json,94494
1927,a072385_musgrave project annual report_2005-06 (e69.1640-2)_10845150.json,72385
1928,a081210_enr legend jan 09_14081033.json,81210
1929,a086870_ma_c33_2010_2010a_14946696.json,86870
1930,a087680_e15_1112_2010a_17741171.json,87680
1931,a087097_e70_2696_2010fs v_16828698.json,87097
1932,a078159_scoping report e09-1293 - final draft_14458814.json,78159
1933,a088775_e57-685 surrender report 2010_16482832.json,88775
1934,a095661_crosslands stewart bore annual report 2012 - e51_1071_16373983.json,95661
1935,a106041_e4504322_201507_f_1_surrenderreport.json,106041
1936,a092305_ruby plains project ar- report header sheet_14784247.json,92305
1937,a074030_e16-257_ annualreport-2005_2006__15686935.json,74030
1938,a078377_bn_c20-2005_2007a_15783017.json,78377
1939,a074229_2006yunda_verificationreport_17395403.json,74229
1940,a082860_e28_836_tiberius_2009s_verification_15269381.json,82860
1941,a092069_e59_1587a_2011_14648804.json,92069
1942,a090922_p15_5307_2011a_12677542.json,90922
1943,a087638_e77_1235_p_2010_14300106.json,87638
1944,a093976_title page-e45-3398 a_14608240.json,93976
1945,a090122_ld 2011 title page and doir bibliographic data sheet_11862342.json,90122
1946,a076797_c392006_annual report_2006_2007_11562835.json,76797
1947,a077341_pw_p38-3198_2007a_15667643.json,77341
1948,a081565_e53_881 pr cr34208_11025131.json,81565
1949,a084514_e52_1814_2009p_verification_16394963.json,84514
1950,a081833_bd585__verification__report_14552241.json,81833
1951,a081738_c593-1994 appendix 6_10034175.json,81738
1952,a088672_c170_2008_pardoo-goldsworthy_annual_report_2009-2010_13072422.json,88672
1953,a084459_bm_final_2009_10174381.json,84459
1954,a099590_e28-1782 tropicana jv 4 partial surrender report_17083289.json,99590
1955,a081241_e37 801 pr 2008_11167679.json,81241
1956,a088550_2010 11 30 partial surrender report 3522_12300270.json,88550
1957,a099827_e47_1370_2013v amended_14205271.json,99827
1958,a075351_westonia23 report on jilbadgie tenement e 77-1132 june 200_11454298.json,75351
1959,a085543_20090606 annual technical report el77_1245_16649205.json,85543
1960,a074506_my_c159-2001_2006a_17500536.json,74506
1961,a094458_partsurrendertechrep_e39-1516_2012_final_14200792.json,94458
1962,a088755_e53-1094 final mer_11897531.json,88755
1963,a072202_verification report_ray2006_15075855.json,72202
1964,a086810_e702516_2010_s_03_app2_16253885.json,86810
1965,a079556_pr 2008 e28 1143 verification_cr33862_15123713.json,79556
1966,a079516_verification_e45-2562_2008a (2)_18029530.json,79516
1967,a108804_md_e45_3892_2016s.json,108804
1968,a085952_mk_ar_2009_c174_2005_verification report_14899466.json,85952
1969,a085892_mining lease 29-94_project reporting_09-10_10268141.json,85892
1970,a092101_e77_1289_2011p_16387088.json,92101
1971,a080406_e70_2656_2008a_15950724.json,80406
1972,a106322_20150730_bjv_e2801913_partialsurrender.json,106322
1973,a098764_e57_666_2013s_11725677.json,98764
1974,a078629_annual technical report e21_124_lakeside 2007_9726109.json,78629
1975,a096181_e52_1496_2012a_12063223.json,96181
1976,a094708_consolidated braemore ann rpt 2012_16974272.json,94708
1977,a083092_jn_e77-1384-i_2009a_dmpvlist_20090812_10553446.json,83092
1978,a087676_e9_1497_final_10_16850286.json,87676
1979,a082392_cah e77.1132 partial surrender report 2009_18639287.json,82392
1980,a082599_lg_e70_2703_2009p_verification report_12008518.json,82599
1981,a079672_2008_e29_565_annual_verificationreport_12062193.json,79672
1982,a084719_c54_2009 verification index report 2009_11392078.json,84719
1983,a080434_e31_719_2008ps_14448738.json,80434
1984,a089028_ls_c52_2009_verification report_15687125.json,89028
1985,a089500_e63_812_2010p_9987209.json,89500
1986,a101273_ymp_e04_2056a_2013_9776604.json,101273
1987,a090413_independent geologists report june 2011_11510256.json,90413
1988,a076879_e04_1560_2007a_17203181.json,76879
1989,a084206_cooljarloon_c143_2008_2009a_12051173.json,84206
1990,a089262_c247_2007_2010a_9563134.json,89262
1991,a107901_bf_m51_848_2015s.json,107901
1992,a101759_verification report__e704084_2014a_11536138.json,101759
1993,a077804_nm_c140_2002_text2007a._17918402.json,77804
1994,a087239_e58_351_2010a_15047653.json,87239
1995,a082210_annual report_m80_416_garnet hills_09_11406351.json,82210
1996,a086330_p52_1233_2010a_9444357.json,86330
1997,a086544_c188_2007_2009a_11656459.json,86544
1998,a098599_fileverificationlists_e36-735_16043638.json,98599
1999,a082414_wek_p16_2453_a_08_15275060.json,82414
2000,a081847_davyhurstdan08_14963982.json,81847
2001,a087391_m70-492 - annual report - 240710_14209229.json,87391
2002,a087701_p37_6813_2010s_14260498.json,87701
2003,a105969_eis round 8 e31_917 report.json,105969
2004,a076164_e28-1499 - report index - verification listing_11055990.json,76164
2005,a078967_e15_927_2008a_12119869.json,78967
2006,a095183_p74_317_p74_318_e74_448_ar2012_17790357.json,95183
2007,a073935_kunxmg_e15_0865_text2006a_14154131.json,73935
2008,a079212_e452767_annual report_2007_2008_9306848.json,79212
2009,a085530_e38_1752 partial surrender report 2010_11354255.json,85530
2010,a103406_e80-4473-2014a_verification list.json,103406
2011,a106424_e80_3584_2015s.json,106424
2012,a089072_ur_e08_1463_2010s final surrender mineral exploration report_17844396.json,89072
2013,a077740_chg_e15_0865_verifi_2007an_14311904.json,77740
2014,a085834_c141_2004_2009a_11501314.json,85834
2015,a094924_e69_2820_2012s_15839984.json,94924
2016,a096155_verification report_e51_1355_2012_ar_18076716.json,96155
2017,a084037_surr tech rpt 2968  2009_10620241.json,84037
2018,a097975_e52_1915_2013_p_02_filelistingform_16206363.json,97975
2019,a080395_e28_1522-2008s_15973974.json,80395
2020,a100189_p28_1059_2013s_10481518.json,100189
2021,a074944_minjarnver06_16779433.json,74944
2022,a107584_e472046_drilling_map_final_surrender.json,107584
2023,a103711_atr_e45_4066_2014_verify.json,103711
2024,a076577_e28-1379_part-surrender_2007_14509663.json,76577
2025,a099693_mineral exploration verification list_16713378.json,99693
2026,a109739_e77.1269_surdrrpt_app3_amdel grind establishment testwork july 2011.json,109739
2027,a094175_yu-lis_e38_2299_2012anrpt_11549508.json,94175
2028,a071899_exmouth 2005 annual report - asarco tenements_16881881.json,71899
2029,a072761_m24_468-2006a-fig1_17486238.json,72761
2030,a087144_e80_3367_2010a_15020739.json,87144
2031,a105303_e70_2729_2015s.pdf.json,105303
2032,a082543_e39-1046s09_15623616.json,82543
2033,a088425_plate 1 p46-1436_12658516.json,88425
2034,a098702_e39_1340 tropicana group 2 final surrender report_10924372.json,98702
2035,a082995_jindalee_bowriver_fltem-sgc#1857_13219752.json,82995
2036,a076136_e59_1151_2007a_12185311.json,76136
2037,a073940_vl3_ e08-994_a_2006_9962454.json,73940
2038,a101322_e69_2255_2014a_11710143.json,101322
2039,a107863_a107863_v1_report.json,107863
2040,a086737_e27_248_2010p_12871913.json,86737
2041,a076862_alken report for form 5 nov 2007_11698635.json,76862
2042,a081716_lv_annrpt_2008_11396571.json,81716
2043,a077791_bn_doir_vlist_bn_e77-920_2008a_31mar08_12268112.json,77791
2044,a095551_annreportdiamd-2012_12029897.json,95551
2045,a107058_e80_4772_2015 verif.json,107058
2046,a109795_a109795_v1_report.json,109795
2047,a086581_me_e77-1342-i_2010a_dmpvlist_201004228_11656278.json,86581
2048,a074962_w117_idabarnicoat_c158_2005_ar2007_11330486.json,74962
2049,a099214_hepi_c173_2005_2013s_10642067.json,99214
2050,a109739_e77.1269_surdrrpt_app5_ geological mapping memo.json,109739
2051,a092588_bb_cofunding_finalrpt_ebh_20111023_18501409.json,92588
2052,a082641_meeka_east_c141_2008_anrpt2009_9403709.json,82641
2053,a107696_2015_p24_4039.json,107696
2054,a079850_zuleika shear south annual report 2008_9699297.json,79850
2055,a099174_c214-2007_2013a_16766825.json,99174
2056,a088262_ash_c52_2007_final2_10832800.json,88262
2057,a101074_p58_1499_2014s_15485824.json,101074
2058,a106126_figure 9 e70-3536 downhole fe results.json,106126
2059,a096156_p53_1539_2011-12a_17945687.json,96156
2060,a098472_e38-1946 2012s_16145226.json,98472
2061,a106738_exp eph 20150316 report 2015 dynasty partial surrender repor.json,106738
2062,a094296_km_amer_p38_3919_2011_12_14173028.json,94296
2063,a102663_e69_2126-i atr 2014_13720887.json,102663
2064,a086462_fxr_annual_e471216_2010a_12196779.json,86462
2065,a080648_nh_e20_559_bibliography_2008_14600354.json,80648
2066,a076597_m15_456_samphire_ann07_12037933.json,76597
2067,a086761_e08_1880 annual report to march 2010_10314005.json,86761
2068,a103587_e38_2786 annual report 2014.json,103587
2069,a080557_cc_2008a_verification listing form_17130457.json,80557
2070,a079538_panhandlerc08_report_combined_16180077.json,79538
2071,a086210_c171_2001ar_2009 cr34842_15515538.json,86210
2072,a100772_wa_dmp final surrender report_p376992_10570642.json,100772
2073,a100007_e77_1929_2013a_16294010.json,100007
2074,a089908_2011 04 e53_1179 final_12072612.json,89908
2075,a082174_c54_2008_2009_annual_report_11635481.json,82174
2076,a074114_27974 noreena downs v_18016720.json,74114
2077,a079885_e37-772_2008a_14679560.json,79885
2078,a078230_breakaway dam 2008 annual report_14121453.json,78230
2079,a088677_fraser range classic minerials ltd - copy_12174422.json,88677
2080,a073964_p24_3953_2006a_14727423.json,73964
2081,a098331_pvp_c76-2001_2013a_14711422.json,98331
2082,a080362_atr_e52_1776_2008a_verify_12735211.json,80362
2083,a074706_e521457_bw-annexplreport-2007_r2011-pbsw600_11825969.json,74706
2084,a090617_e29_642_2010a_12285339.json,90617
2085,a089320_par e04.1136 2010 partial surrender report_11181720.json,89320
2086,a106548_car c111_2006_jutsonrocks2015.json,106548
2087,a102723_e15_982_ 2014p_13633170.json,102723
2088,a090408_kim_cc_11-1a_11565714.json,90408
2089,a102302_c98_2010_2014a_10520604.json,102302
2090,a089646_e63_1335 2011a_14489231.json,89646
2091,a082523_verification list fcw_e80-3551_2009s_12388460.json,82523
2092,a081053_figure 1 exploration index plan_15627718.json,81053
2093,a087126_e40-245_2010s_12409964.json,87126
2094,a093440_e80_3645_2012p_16277676.json,93440
2095,a090693_e80_4015_2010an_verif_14649860.json,90693
2096,a087141_vlist_newfield c184_2009 ar 10_9416356.json,87141
2097,a075130_ace_a_2007_12240198.json,75130
2098,a082576_moy logging system and codes may 2008_15316935.json,82576
2099,a107119_p52_1337_sur_2015.json,107119
2100,a081790_es_c169_2006_2008a_10801632.json,81790
2101,a080715_joesjoint_e77_1285_2008p_17023131.json,80715
2102,a088758_weldrangecentral_field_geological_mapping_12212255.json,88758
2103,a096457_13 surrender report lakebarleee30-388_15603423.json,96457
2104,a084154_e63_1174_2009a_15853582.json,84154
2105,a085445_m31_206_2009s_14666154.json,85445
2106,a095321_enacheddong_e46-614_cr700_a_2012_12526901.json,95321
2107,a075445_c145_95_2007a_12820003.json,75445
2108,a108855_figure 5 geophysic outlines.json,108855
2109,a091143_verification_e77_1118a_2010s_17951451.json,91143
2110,a073396_c118_2002_2006a_11761156.json,73396
2111,a106394_surrender report e09_1638 .json,106394
2112,a082006_supplement_c267_1994_2008a_14964499.json,82006
2113,a088884_c122_2009_2009_2010a_16893512.json,88884
2114,a080910_e08 1738 annual mineral exploration report 5 nov 07 - 4 nov _17521939.json,80910
2115,a107169_byro_e59-1617_2015v.json,107169
2116,a095703_e08_2202 surrender report 2012_16066666.json,95703
2117,a075640_c34_2003_2007 ann rep_14942162.json,75640
2118,a102839_hamersley range e47_2350 annual report 2013_14_12715564.json,102839
2119,a100813_c98_2004_2013a_17536008.json,100813
2120,a088914_austin_c143_2010_2010a_11947038.json,88914
2121,a104713_ch_e52_2824_2014s.json,104713
2122,a081471_c224_2009a_final_090317_13028474.json,81471
2123,a090725_annual report 2011 final_17135135.json,90725
2124,a091858_yalgoo_carlaminda_c141-2004_cr618_a_2011_9767690.json,91858
2125,a084805_appendix2_2009geologicalmodellingrpt_14576661.json,84805
2126,a084999_e77_1097p_10972610.json,84999
2127,a102853_p30_1084_2014s_15876709.json,102853
2128,a079895_2008 yr3 e09-1111 yannarie part surr rpt final_16129588.json,79895
2129,a107710_a107710_v1_report.json,107710
2130,a088981_p63 1750 2010a_16413648.json,88981
2131,a079474_c145_95_2008a verification report_16304116.json,79474
2132,a107502_gswa_atr_e28_2292_2015.json,107502
2133,a104615_arv_eh_eis_r9_finalreport_20150121.json,104615
2134,a074819_090608_oj_tmp_streamlocation_18143058.json,74819
2135,a078124_annual_report__liveringa__0_11082896.json,78124
2136,a091694_robinson_range_c167_2010_2011a_12063592.json,91694
2137,a080158_e46_633_2008a_10126647.json,80158
2138,a081642_kookynie project ar dmp 2008_e56_40_15380686.json,81642
2139,a109335_e46_776_ps_tenure location map.json,109335
2140,a082747_gillingarra_index_map_2009_11774464.json,82747
2141,a089233_e39_1200ps_2011_14288631.json,89233
2142,a101665_c139_2012_2013an_15165924.json,101665
2143,a079128_20080808_angelo_ar_12376621.json,79128
2144,a099462_e80_3816_final_2013_16290873.json,99462
2145,a082730_mt gibson_2009a_11451965.json,82730
2146,a079512_c142_1996_2008a_11060665.json,79512
2147,a099737_unlock-e28_2091 viking 1 final surrender report_12639027.json,99737
2148,a083076_lake_giles_e30_323_annual_report_2009_10776399.json,83076
2149,a082078_e80_3151_2009a_12243222.json,82078
2150,a082512_p15_4678_2009a_16321629.json,82512
2151,a084034_e692108&2109_16128968.json,84034
2152,a106162_a106162_v1_report.json,106162
2153,a077427_c68_1996_2007a_17468567.json,77427
2154,a102109_e15_1350_surrender report_15018892.json,102109
2155,a098435_cataby_west_e70_3068_2013s_16156178.json,98435
2156,a086840_verification report_14043015.json,86840
2157,a108993_kg_69_3202 verification listing 2016.json,108993
2158,a078578_m38-498 a08_14957599.json,78578
2159,a071893_verification listing form_15007459.json,71893
2160,a080416_ver_kw_e15_874__a_2008_17131515.json,80416
2161,a081077_ky_e77-1272-i_2008a_11701514.json,81077
2162,a076561_verification listing form pioneer_14012139.json,76561
2163,a102157_e77_1811_2014a_15402718.json,102157
2164,a094045_e53_1014_ex12_15274902.json,94045
2165,a093469_mxr_1178_10392524.json,93469
2166,a082734_p7703572_2009a_12453987.json,82734
2167,a075934_montague_c232_1994_2007a_15262018.json,75934
2168,a082358_mtstewart_e70_2620_2009p_15852172.json,82358
2169,a084586_e52-2115 - relinquishment report 2009 - 01oct09_12571841.json,84586
2170,a097944_20130116_p38_3875_annual exploration report 2011_13761775.json,97944
2171,a103176_dg_eis_2014_final_15442882.json,103176
2172,a085055_vl3_daltons_p45-2702_a_2009_14706657.json,85055
2173,a104291_2014barlee_e77_1713_surrenderreport.json,104291
2174,a107344_a107344_v1_report.json,107344
2175,a090169_c420_1995_a_ 2010_10083373.json,90169
2176,a087644_sothern_cross_12384364.json,87644
2177,a108578_fig 9 e70-4478 collins hill exploration index plan 2013-16.json,108578
2178,a086964_atr_e47_1129_2010_verify_10492933.json,86964
2179,a100303_c13_2009_2013_a_01_reportbody_14001125.json,100303
2180,a087285_ng_e70_2792_2010s_verification report_17448515.json,87285
2181,a093304_gswa_2011_c96_2010_16954908.json,93304
2182,a108743_a108743_v1_report.json,108743
2183,a088468_atr_e52_1775_2010a_10891339.json,88468
2184,a092074_ky_e77-1272-i_&_e77_1628-i_2010c_verificationlist_12318675.json,92074
2185,a074273_bn_2006a_17177952.json,74273
2186,a074685_justification to proceed to final feasibility study_16123380.json,74685
2187,a079726_sylv_e52_1689_a_2008v_17725935.json,79726
2188,a078354_evanston 47_2004_2008a_12560233.json,78354
2189,a109330_a109330_v1_report.json,109330
2190,a098781_c69-2011_2013a_14913785.json,98781
2191,a089521_mt palmer annual report 2011_15146499.json,89521
2192,a081740_c37.2006 2009_9948718.json,81740
2193,a082814_atr_millrose_e53_1236_2008_and_09_woth_appendices_11531496.json,82814
2194,a100887_e63_1497_2014_sur_report_verif_14997710.json,100887
2195,a085817_bn_2009_14809949.json,85817
2196,a084467_e77_1196 psr 2009 vlist_16055519.json,84467
2197,a073594_appendix one_12206889.json,73594
2198,a098109_dmp arc e77-1962 2012-2013annrep 7jun13_14490934.json,98109
2199,a077951_annual report_2007_yc_7_ml_15300678.json,77951
2200,a084616_p26_3628_2009a_8256343.json,84616
2201,a096659_gswa_2012_e77_1750_10654421.json,96659
2202,a108285_attachmentd_e08_2364 local geology map.json,108285
2203,a082162_e28_1777 fr_cr34230_14616952.json,82162
2204,a082132_verification list_wr_e80-4001_2009p_10755316.json,82132
2205,a075850_hh_arpt_2007_18574618.json,75850
2206,a091812_p37_7088_2011s_verification_listing_14304399.json,91812
2207,a091584_e70_3616_2011p_12146200.json,91584
2208,a096302_e47_1787_2012p_16349239.json,96302
2209,a101704_grjv_2014_s_report_e80_3817_14309701.json,101704
2210,a085433_e08_1331_2009v_13991138.json,85433
2211,a095333_relinquishment report e703978 fmxw wa_16242365.json,95333
2212,a073212_dr_partialrelinquish_2006_e80_2907_13447194.json,73212
2213,a075866_c40_2004_2007a_rpt_11618862.json,75866
2214,a073628_laura river 5th annual report 2006_1_17383456.json,73628
2215,a081856_e25_55_2009s_14159657.json,81856
2216,a093801_nallan_e20_722_2012s_12815355.json,93801
2217,a087944_c77_2007_partial_surrender_10743323.json,87944
2218,a107888_attachmentb_geology_c1162012_bellary.json,107888
2219,a077585_e15_896_2007_11456920.json,77585
2220,a081139_e53_1323_a08_16132429.json,81139
2221,a073568_mingenew north e70-2774 and e70-2799 final surrender_15178627.json,73568
2222,a098165_e28_2049_2013_verification_14735818.json,98165
2223,a082490_combined annual report_c86-2000 dardanup_2009_16410946.json,82490
2224,a084825_hvc survey & processing report_14569838.json,84825
2225,a077771_c153_2007_ car_march08_11060814.json,77771
2226,a080539_havana_ann_08_11553970.json,80539
2227,a105760_p52_1167_1168_s_2015_verificationreport.json,105760
2228,a075717_c138_2005_2007a_12517311.json,75717
2229,a083080_e27_328_2009a_9628190.json,83080
2230,a109800_a109800_v1_report.json,109800
2231,a080162_e46_517_2008a_11739027.json,80162
2232,a078822_e27_328_15897935.json,78822
2233,a084191_sr2009_9260219.json,84191
2234,a096742_e69_2303_annual report_2012_10694710.json,96742
2235,a083036_fp_2009a_12277815.json,83036
2236,a086186_tianda resources final report for e45-2936_14736342.json,86186
2237,a080260_20090511104122_15695593.json,80260
2238,a076427_c145_04_2007srat_9714178.json,76427
2239,a087184_western ck_c179-2007_cr480_a_dmp_2010_15918070.json,87184
2240,a091691_c73-2011 _2011_fc_01_reportbody_11952532.json,91691
2241,a076003_p26_3309a_07_12078297.json,76003
2242,a091227_file verification listing_15062265.json,91227
2243,a082001_file verification list_17205359.json,82001
2244,a097183_wb_e31_716_text2013s_verif_17051134.json,97183
2245,a082912_e59_1038_2009a_15764521.json,82912
2246,a086800_npl_2010a_14948965.json,86800
2247,a097348_e53_1467_2013a_11973950.json,97348
2248,a080770_ek-255-lam_lamboogroup_2008atr_15191113.json,80770
2249,a072467_e47_1124_annual_2006_15478895.json,72467
2250,a085149_wa_13354_viking group1_14116336.json,85149
2251,a097075_e38-1101 2012s_15891517.json,97075
2252,a089974_e04-1785 annual 2010_11652132.json,89974
2253,a093686_c63-2010 partial surrender 080312_12493296.json,93686
2254,a109616_attachmentc_c129_2012 regional geology map.json,109616
2255,a082866_p46_1459_2009s_10375148.json,82866
2256,a076296_annual_r_10236359.json,76296
2257,a072520_cr_a_2005_12089731.json,72520
2258,a076077_doir e09-1167 mer 03oct07_12540271.json,76077
2259,a090971_ml_c39-2010_2011a_combined_17319950.json,90971
2260,a080896_badja u project mmi report_17301649.json,80896
2261,a079565_waderin_c18_2008_verification report_12011519.json,79565
2262,a091463_e47_1097_2011p_14786013.json,91463
2263,a094268_gswa_2012_e70_1811_forrestania_12369288.json,94268
2264,a075942_e36_509_a2007_15420488.json,75942
2265,a074397_c123_2000_2006ann-rpt_15250031.json,74397
2266,a101515_bop 2014 annual technical report c141_2002_14757520.json,101515
2267,a081200_oly e70.2651 - surrender report 2009_18508306.json,81200
2268,a106816_e27.450_2015s.json,106816
2269,a099171_final report 20130911  e30_356_10729968.json,99171
2270,a087120_e31_590_2010p_18256713.json,87120
2271,a098498_surrender report_e09-1572 2013v3_16621842.json,98498
2272,a077828_mtm_2008a_15141806.json,77828
2273,a096414_atr_e47_2205_2012_verify_15153833.json,96414
2274,a099791_e09_1946_2013a_14472145.json,99791
2275,a084909_e16.259 partial surrender report (30.06.06-07.08.09)_16046679.json,84909
2276,a099131_troycreek_c244-2011_2012a_17743883.json,99131
2277,a082506_e70_3009_2009s_16586897.json,82506
2278,a097933_atr_e45_3562_2013_verify_14545981.json,97933
2279,a077326_forrestania 77-1228 annual report 2008_10202351.json,77326
2280,a084991_microsoft word - c231_2008_2009a _12769769.json,84991
2281,a074183_kd_c20_2000_2006a_16630109.json,74183
2282,a085916_verification report yo_c47_1999_2009a_14624425.json,85916
2283,a081027_tw opt 08_12110737.json,81027
2284,a084437_plover bore_m53-193_2009a_11908012.json,84437
2285,a099147_e09_1213_2013_f_02_filelistingform_16483544.json,99147
2286,a103868_e52_2057_2014ps_verification_list.json,103868
2287,a100890_dmp_partial_surrender_report_2013p_16643269.json,100890
2288,a095301_e08_1549_2012a_16924135.json,95301
2289,a091805_annual report p37_7031 2011_14813308.json,91805
2290,a078098_g891-1_p08-542_f_2008_6434_10365129.json,78098
2291,a094409_2012_ c12_2007 combined report verification list_16610531.json,94409
2292,a075622_p27.1615_13999744.json,75622
2293,a088330_yamarna_e38_1949_annual_report_2010_11336135.json,88330
2294,a077417_microsoft word - bds_e4502537_10650030.json,77417
2295,a089962_e27356_p271759-61_2011s_10862789.json,89962
2296,a074401_tampaatr_2006_10815052.json,74401
2297,a076731_e16-301_ann07_11586327.json,76731
2298,a077043_m15-1763_2007a._15833046.json,77043
2299,a104430_ar_p24_4084_2014.json,104430
2300,a082894_tp_verif_2009a_15779086.json,82894
2301,a099137_c92_2010_2013a_16011973.json,99137
2302,a079950_dumbleyung_e70_2849_2008s_verification report_11565329.json,79950
2303,a098601_gswa_2013_e77_1690_carlaminda_atr_15983291.json,98601
2304,a074702_scimitar lithology codes_14988019.json,74702
2305,a085805_e24_112_partsurr2009_15865637.json,85805
2306,a108919_e74_562 part surender report may 2016.json,108919
2307,a081091_annual_report_e47-1140-08-09_18045210.json,81091
2308,a079031_e31_699_finalsurrender_20080723_17150561.json,79031
2309,a085958_c222_1993_2009a.pdf_12264549.json,85958
2310,a109815_a109815_v1_report.json,109815
2311,a076760_mert west_2007a_9961343.json,76760
2312,a080228_e37_802_2008a_11186055.json,80228
2313,a102512_gswa_part_surr_2014_e39_1565_16193466.json,102512
2314,a076738_e51_1019_ar2007_10678638.json,76738
2315,a098423_e703820_2013a_18417043.json,98423
2316,a077463_aag_s_encom_report_14936124.json,77463
2317,a097072_kim_cc_13-2s_14180561.json,97072
2318,a084123_verification file_13682460.json,84123
2319,a071898_a71898_16132146.json,71898
2320,a102150_drill data for cid cores from rio tinto_9547938.json,102150
2321,a106472_e39-1687_final report.json,106472
2322,a084770_e09_1179 partial surrender report 2009_verification listing form_16317388.json,84770
2323,a078270_e53-886 surrender report_april08_11926923.json,78270
2324,a081450_phpros_2009a_15584358.json,81450
2325,a104552_e45_3254_2015_s.json,104552
2326,a073507_combined-balara_1st relinquishment report-e80-2526_2636_12209521.json,73507
2327,a093061_unlock-e70_3342 katanning regional project annual report 2010-2011_11150500.json,93061
2328,a082720_verification p46_1480_14892618.json,82720
2329,a102529_sr_bull _e69-2977_2014_12822272.json,102529
2330,a079672_2008_e29_565_annual_12062812.json,79672
2331,a081234_c247_2008 jackson brown ar2008_gold_16556554.json,81234
2332,a090052_c23_2009_atr_2011_12272074.json,90052
2333,a093194_fm_e04_1885_2012a_11226216.json,93194
2334,a101877_dior bibliographic data sheet_11302724.json,101877
2335,a096035_e09_1193_2012s verification report_16206556.json,96035
2336,a081079_e77_1356_verif_2008_12478366.json,81079
2337,a099886_e52_2462_a2013_14533187.json,99886
2338,a081227_my_c361-1995_2008a_16841473.json,81227
2339,a079243_pv_doir_covlet_c76-2001_2008a_23aug08_16270777.json,79243
2340,a081274_mount_hays_e46_709_2008a_14688519.json,81274
2341,a108025_figure 2_geology.json,108025
2342,a099043_windarra combined annual report 2012-13_c79-2006_13871157.json,99043
2343,a078785_verificationlist_10216937.json,78785
2344,a108526_e52-2327 tengraph.json,108526
2345,a103403_aer_e80_4484 _2014  - final.json,103403
2346,a102672_gswa_2014_verif_e47_2042_14557985.json,102672
2347,a102041_e77_1299 partial surrender technical report 2014_14944719.json,102041
2348,a092148_bal_e37_341_ann_20110924_15088010.json,92148
2349,a091537_vr_m39_818_2011_11717799.json,91537
2350,a101931_e52_2690_final surrender report_11252341.json,101931
2351,a086182_gme gold projects information memorandum_12344327.json,86182
2352,a082810_e691930_s_2009_11982445.json,82810
2353,a072275_e63827_a2006_16400411.json,72275
2354,a072445_verification listing form2006_11067850.json,72445
2355,a081294_ryansville_annual_report_20_15040797.json,81294
2356,a086210_c171_2001ar_2009 cr34842_ver_15514829.json,86210
2357,a076468_e38_0809_2007a_9862591.json,76468
2358,a091725_e70_2925_surrrept_oct_2011_12632216.json,91725
2359,a086141_supplementary report e09-1463 101010_15133901.json,86141
2360,a085562_e09_1193 2009p_11211770.json,85562
2361,a094351_e77 1162 2012 relinq report_11542454.json,94351
2362,a085559_c170_2005_2010a_12101970.json,85559
2363,a096592_bali_hi_2012 ann rpt text + figs_17500386.json,96592
2364,a085979_combined annual report c161-2009 - 2009 - 04mar10_14216130.json,85979
2365,a084969_pos e38.2060 minex report 01.10.2008-30.09.2009_12291200.json,84969
2366,a077857_ad_north_annrep_17100898.json,77857
2367,a095118_ml_c39-2010_2012a_combined_16339869.json,95118
2368,a077997_e53_1115_1203_1259_drillhole location map_14867540.json,77997
2369,a109083_a109083_v1_report.json,109083
2370,a088109_p24.3997 final surrender report 2010_10842407.json,88109
2371,a077511_e28-1517a07_16713531.json,77511
2372,a073965_report p27_1638_12920249.json,73965
2373,a077720_drilllogs_15760258.json,77720
2374,a072513_file verification report_12181403.json,72513
2375,a094214_e09_1434_2012p verification report_11684218.json,94214
2376,a081876_op_e47_1598_2008a_14942010.json,81876
2377,a102585_c330_2011_2014a_16355117.json,102585
2378,a088056_pc_ann_tech_2009_10853182.json,88056
2379,a079699_28388 hood bore v_10963166.json,79699
2380,a107996_attachmentb_e46_716 tectonics map.json,107996
2381,a085939_e36_572_2009ps_11035948.json,85939
2382,a106138_cp_e08_2264_2015s.json,106138
2383,a091796_e57_819_2011a_16378892.json,91796
2384,a077215_tr256 kirka_annual_report_2007_16288623.json,77215
2385,a084972_p37-6697_2009a_8050663.json,84972
2386,a102276_ip_verification report_10456758.json,102276
2387,a075909_e16_239 2007a_12209556.json,75909
2388,a102176_mb_2014f_e04_1435_gum bore_15239095.json,102176
2389,a079853_pontonnth_a_2008_10858345.json,79853
2390,a089649_e20_632_2011a_10247550.json,89649
2391,a107155_a107155_v1_report.json,107155
2392,a082379_c278_2008_2009a_10498436.json,82379
2393,a081152_file verfifcation list_13828227.json,81152
2394,a098712_e70-3581 surrender_16687741.json,98712
