,x,y,z
299,29.756392,-1.6536449,15.698487
300,-0.2498025,21.858534,13.141763
301,14.86707,-16.628363,17.831194
302,14.659121,-12.297344,12.082964
303,-16.106796,-28.987013,7.7555604
304,9.719893,-20.731512,-5.4160767
305,13.302737,13.410198,23.511734
306,36.38802,6.3276772,8.701866
307,-20.422377,-11.99108,21.518414
308,-10.473341,24.37534,-35.848774
309,-2.0923414,-4.2820883,3.7804909
310,30.013103,1.1924784,5.4825153
311,-3.153426,-19.112368,-11.825461
312,-11.961591,13.899139,14.647271
313,24.279543,11.563191,-1.5553023
314,-16.125443,17.962723,2.0501575
315,-3.5489678,28.173367,1.5282738
316,13.208513,-26.548668,-8.459047
317,-29.601646,11.461153,-1.1578171
318,34.485905,-2.0259786,12.616184
319,10.1119,6.21935,25.551912
320,14.001588,2.5613496,-7.645497
321,-6.0933385,4.887679,-9.433188
322,13.444459,18.599823,-6.474121
323,5.680861,-2.262893,-10.834628
324,-0.046048164,-24.40882,-5.9703293
325,14.789393,13.835099,3.5917807
326,-14.097821,45.526085,-2.45565
327,-9.235471,-20.009169,-20.244576
328,34.12253,21.814167,2.1710596
329,-17.189993,-15.406491,16.610847
330,16.548111,3.8474786,-27.155071
331,1.4475822,-1.6405816,9.279469
332,-15.454367,-14.537351,-19.558846
333,-22.234976,-8.127918,-1.6304095
334,21.070194,-29.309196,-3.1363535
335,22.76382,-1.5491807,0.53847474
336,-10.213764,-14.013341,-2.0435274
337,7.0199604,20.18213,-7.224363
338,18.411987,13.811137,14.394718
339,9.993384,9.5108385,17.144724
340,-10.322285,8.217875,17.061361
341,10.791136,12.103423,-8.540056
342,-8.133666,1.1128923,-15.160687
343,-12.839251,22.157045,-34.00172
344,-23.544773,0.80509305,-6.5499663
345,-9.388631,25.26855,9.4541025
346,-4.3724456,3.234188,32.0821
347,17.636255,17.734558,-7.762259
348,4.6006413,-1.0440501,-36.01387
349,9.111158,-12.882938,24.704618
350,-13.11846,-24.567745,-9.630366
351,5.115419,-13.776481,15.472904
352,12.452694,21.63215,-3.1219623
353,16.508589,-11.9118395,15.078123
354,-1.9766119,7.005856,-10.442095
355,6.442888,-12.486819,10.36356
356,-23.462652,3.319472,-2.4606125
357,15.2956915,-32.02629,2.8708935
358,-18.91939,18.303957,-2.8412879
359,25.3928,-21.373747,-5.695458
360,-26.013508,-5.4965825,-4.6945543
361,36.1869,-12.907919,-2.1522746
362,-15.573918,6.4821687,17.97345
363,-1.5860226,-28.723366,12.525172
364,0.6779125,41.109596,-5.528838
365,-8.082229,-16.915943,19.200226
366,9.523428,22.14777,-18.289251
367,5.482541,-7.9080787,19.806839
368,-2.5967002,17.14271,-30.250423
369,-2.1604333,17.660229,15.89853
370,9.4634495,27.186434,5.7834086
371,12.22845,11.68428,35.83279
372,-4.8610106,-14.61389,13.459865
373,-28.704334,-17.675615,-19.235682
374,-16.627735,-2.5423942,-20.04367
375,19.783522,-7.778528,-5.8742433
376,-14.961516,10.547046,-11.859913
377,-22.14871,-8.674361,-7.843297
378,2.0460062,-7.8456597,43.253796
379,-2.8867567,17.74635,-17.006737
380,-4.599972,-9.064616,8.884657
381,11.318522,-5.894143,-10.42428
382,-6.753372,13.807993,-12.204924
383,-10.875624,4.865175,24.20062
384,19.600567,9.50896,27.437822
385,-18.81485,24.084776,-19.39341
386,-1.5595665,35.10977,-5.656679
387,-8.164082,-11.929324,16.305883
388,14.881435,15.937614,32.90995
389,1.1963973,-20.362558,-7.638959
390,-24.788376,-10.001251,-10.5475645
391,-10.597543,-15.701519,-2.7904365
392,1.620878,-14.449509,-23.465492
393,-14.805922,26.031939,3.5958672
394,0.9023692,13.334906,9.297609
395,-13.250961,-25.14933,0.123720184
396,13.03466,8.165507,0.61279553
397,36.073524,-10.027193,1.776487
398,-26.058844,-9.875248,-8.078224
399,36.958447,-5.2467127,-1.7948972
400,-18.639809,-31.324759,2.7831445
401,-5.1360974,4.896178,-10.90493
402,9.068846,-10.662843,14.70811
403,-24.481829,10.273365,-15.028647
404,13.80516,-14.747254,26.95435
405,-6.0689116,20.117085,-17.170223
406,26.040493,2.2787528,14.69196
407,16.53106,-12.053625,15.214802
408,20.205513,-0.9816939,12.906422
409,26.805975,2.1716485,-6.6147976
410,-7.087499,-33.939934,2.4804995
411,24.874222,-23.669342,-3.7588346
412,16.398212,11.325922,-33.34771
413,2.5215101,16.147226,-22.372467
414,-1.1747509,-21.326975,-7.328293
415,6.4440794,-0.75004184,-5.1977525
416,-7.395761,22.034563,7.3437095
417,-13.243909,-34.451077,0.38687053
418,8.698209,-26.349567,26.887875
419,-0.8932862,-12.600624,18.504951
420,28.75562,-5.0788536,0.9186754
421,-8.061291,6.7888074,6.8962994
422,-12.425861,18.351744,-13.897897
423,-24.45318,0.07128477,-13.61764
424,9.836008,8.545254,-12.918057
425,-7.5153913,40.511776,-10.41829
426,-1.4862854,-23.420912,-23.177853
427,-27.640535,13.341652,-6.3105116
428,4.917224,-13.993483,16.769423
429,-5.1048203,6.8481503,9.383134
430,-34.787235,-0.27383947,-6.15955
431,-11.917308,-28.277657,6.0505085
432,13.473748,9.417585,18.820393
433,-33.05223,1.3937322,-7.480461
434,-13.341094,26.884647,12.115871
435,-6.809276,26.286285,-16.515215
436,-10.105017,7.577047,14.43474
437,-13.781907,-34.451935,6.732102
438,-21.429935,9.724725,-17.34638
439,-4.113827,6.322296,38.546654
440,-2.3214097,-20.135248,-15.287247
441,1.4918072,6.2683406,-16.766449
442,9.158181,11.270447,-19.919552
443,4.900032,8.614807,25.968767
444,4.318792,16.832928,22.690693
445,-18.482933,26.236776,-29.543175
446,23.72044,-13.265462,7.9860854
447,-14.645306,-23.754034,18.991434
448,8.001392,12.209736,-6.7510934
449,-18.395466,-19.031754,22.393072
450,-19.753473,22.933374,-18.035892
451,13.446324,-26.116798,-3.6777995
452,-22.107449,25.720728,-30.521204
453,10.331936,-23.900848,27.458195
454,4.2579856,19.245298,-15.062297
455,-5.2178173,-20.637056,2.9302442
456,-6.3401566,-20.835703,-27.214293
457,1.8979744,-20.571241,14.996822
458,25.537018,-3.726195,-9.44335
459,4.6886973,13.189613,-23.980783
460,-5.428371,-16.38393,-0.541159
461,-20.01737,-18.28235,-4.3884826
462,-5.399078,8.368251,9.541958
463,20.856682,4.6843143,-4.235416
464,-8.128001,-29.161983,5.8902073
465,-1.2926247,28.06689,12.518568
466,16.204353,-15.95315,-14.006348
467,-1.9991748,29.889288,5.965385
468,6.4595156,22.458334,-22.030401
469,12.58387,22.441528,15.511106
470,-5.4801564,10.128746,10.013737
471,15.646124,5.0963984,-27.058485
472,13.429569,11.891195,29.255943
473,31.347475,-1.0656557,-4.1157856
474,-28.266039,12.386336,2.3494425
475,-1.9132886,-21.098364,6.405476
476,3.026705,-4.3964214,16.459108
477,6.421241,-18.422356,16.287098
478,-8.709781,11.966171,-24.694714
479,-2.2402573,26.780008,14.64474
480,22.981688,3.7104912,8.724715
481,6.5956397,-19.59717,13.858745
482,-20.709265,-10.969874,26.158564
483,-26.810457,-4.336675,-24.141615
484,15.015712,-7.221501,-3.5823429
485,20.88639,5.421366,0.58192396
486,-3.7295,24.901667,10.995913
487,6.3092933,20.87894,2.6140006
488,-25.974627,0.32104015,-25.570627
489,-9.664591,-18.521904,-29.285734
490,2.7756746,1.8677344,-5.09032
491,27.693937,-24.24071,-0.6203041
492,-0.8735366,-5.0283856,18.4811
493,28.106422,-8.306879,6.254947
494,25.687948,-14.428228,8.332598
495,16.748167,10.378522,-14.801246
496,-23.8366,5.2074947,-23.306486
497,0.2745292,-9.210874,43.45685
498,-3.4130073,1.5636437,32.3474
499,3.8133564,16.09473,-19.163013
500,5.6616273,5.4939218,34.497147
501,2.1066375,19.682972,-11.950844
502,-4.221589,-29.660456,9.165482
503,6.4783726,-10.050642,-3.599185
504,21.667864,-27.979387,10.275359
505,-18.262403,28.005507,-16.23011
506,2.2710414,21.331116,-11.303947
507,2.8183658,14.189543,14.727595
508,16.288061,5.24562,23.868662
509,-12.080056,12.487028,-23.707155
510,15.058462,-5.5778937,-0.99305755
511,9.949171,19.778074,-22.001135
512,-0.6814282,4.782031,12.1827965
513,-5.7616396,4.941131,9.555583
514,-25.738491,-5.974103,-11.691089
515,-20.793629,25.475334,-16.041616
516,19.906046,-20.875067,-18.165176
517,13.455991,-26.371494,0.3493839
518,5.272424,5.31398,-24.145702
519,-8.737955,17.597372,-18.373613
520,13.300303,16.607342,-23.761494
521,-7.8599806,0.024218425,24.840086
522,0.89538735,29.533482,2.6561556
523,-11.083239,1.2155088,-4.4112864
524,-15.92327,-12.538099,-14.328728
525,10.693301,25.37797,-23.793604
526,-20.20155,-13.775925,-5.627366
527,33.37058,-3.5391977,12.830877
528,34.12068,-6.3441124,7.8489184
529,3.652366,-21.564863,1.6076124
530,0.39099365,-28.443668,14.068029
531,17.041973,-20.966679,24.38817
532,-18.428686,11.78143,-1.4846148
533,0.7147185,38.728687,-8.407078
534,19.817429,23.815819,29.370543
535,-7.9916654,-19.083443,-28.218475
536,-12.626705,6.1638794,7.902631
537,12.42024,14.788278,18.713041
538,16.183926,6.7898726,21.171799
539,-16.391518,6.372501,9.800677
540,-12.2942705,18.725561,-11.383819
541,-28.778097,-5.8593626,-9.13062
542,23.69607,3.053656,19.67612
543,15.284589,20.473454,33.858974
544,-13.4477215,-11.385321,23.66184
545,-5.1007957,-28.592674,5.4066033
546,3.3310587,-0.25565326,9.0987425
547,1.5244849,6.1163526,-11.262319
548,-23.581263,-0.8305506,-12.019558
549,-3.5571961,-19.875164,10.919718
550,-21.192066,28.558954,-28.939352
551,2.7121656,26.421787,-13.268555
552,10.490217,13.185337,23.18323
553,-17.002821,-5.3951874,8.983307
554,10.115495,-8.940602,18.230944
555,6.1722713,4.3652024,19.117275
556,-12.558902,19.673306,-12.870027
557,-13.546649,31.410868,8.013664
558,-9.809458,9.398075,14.087252
559,16.576675,-21.404501,8.667933
560,-31.149296,-14.000141,-12.9757185
561,16.48695,-16.03483,23.289093
562,-21.662678,-12.877521,0.054779746
563,-3.9867258,3.9198525,15.470729
564,-24.30941,14.682738,0.51976913
565,6.584805,4.5188303,-20.008545
566,28.241016,15.267607,9.88986
567,14.378087,18.64021,-12.097519
568,28.291834,17.150593,18.238966
569,-17.017248,-19.37463,18.674583
570,38.73813,-2.253494,4.496663
571,27.746994,18.730051,13.718542
572,27.482262,-15.929444,-4.6533833
573,14.913832,16.884104,-25.02865
574,-2.4628315,27.149323,14.944031
575,0.20504943,1.8942652,-10.421462
576,-15.318512,-18.93499,-7.05514
577,-6.6194305,-4.7540812,-12.155216
578,-13.85532,4.9124,18.361088
579,-15.418727,24.66113,10.563721
580,-18.973133,-7.236934,-16.636099
581,17.467323,-18.190622,-8.66055
582,-1.5035783,7.8646283,-18.77237
583,3.7230196,1.3293164,5.21141
584,-26.434452,-5.606311,-22.741787
585,4.7994757,2.504977,-11.9699135
586,31.614132,-7.5033746,11.392631
587,-6.0863814,28.969343,-3.4349258
588,0.29264325,-29.034533,17.920784
589,-16.850948,-3.1471386,5.293533
590,-3.3422482,24.6745,10.183479
591,13.314657,-6.0193987,1.2047238
592,-22.114218,-18.676332,-2.5493608
593,-0.8005985,37.032253,-5.6959043
594,-25.80777,6.538052,-26.939838
595,19.7093,11.60704,-16.037752
596,13.955768,-17.164644,10.577627
597,14.602733,-16.166534,12.148107
598,38.80094,-0.5181587,2.1704516
599,21.771551,-12.825089,9.34568
600,1.1128526,22.783861,11.741067
601,-18.610422,10.300002,13.882738
602,26.01332,-14.155252,8.242169
603,-7.403514,17.120842,13.184403
604,0.22768365,32.757145,-4.2948546
605,25.227066,6.4519277,-3.5987027
606,24.478111,19.52566,14.077294
607,-21.538422,-9.600971,-2.4874852
608,-15.790628,-18.696983,20.665504
609,-12.702669,-25.037935,-14.704946
610,12.732239,-32.656364,-3.0155172
611,-7.342442,4.779414,-19.29061
612,-5.639333,25.84925,6.51788
613,-6.0975757,-15.338154,8.843541
614,-4.770657,-6.562227,1.8954474
615,-2.7628481,16.808514,-29.914465
616,-9.332512,-19.897688,0.77423143
617,10.557831,-24.498238,-3.6462147
618,-12.233636,-23.823364,25.125181
619,-1.6474979,-24.900988,-20.22178
620,7.7092013,16.31525,17.12683
621,13.070434,-2.5036328,6.702426
622,29.933851,-3.0943732,-4.7920933
623,9.191175,27.653456,5.255273
624,-18.539572,-1.4206917,-6.438175
625,-5.5040593,9.042201,-18.019894
626,14.060016,2.566695,-7.6220264
627,33.32566,-4.3083363,9.10534
628,-14.807533,-23.54447,-3.0004363
629,12.555573,-4.701176,25.266958
630,9.938702,5.660256,1.8145069
631,13.618405,10.014705,18.113914
632,-24.649275,-8.581133,-6.7199264
633,19.865795,24.648664,30.06474
634,21.872753,-12.237915,7.883287
635,21.679697,-15.874227,7.318444
636,22.25469,-5.0689282,-7.161743
637,22.671452,23.363068,17.25072
638,-10.615399,-11.125238,-6.5489445
639,3.600909,-2.9759881,-39.587883
640,20.355694,5.544539,-3.382106
641,-15.383987,24.498274,-8.257632
642,-23.985836,12.882243,-21.996485
643,-3.4017706,-6.1486535,9.687707
644,3.514905,23.992985,-20.120697
645,14.594164,18.774769,-12.207279
646,15.939565,9.221742,26.754198
647,-3.8231852,-12.421132,-24.51243
648,-19.777208,12.845609,-2.858181
649,14.271831,15.429572,-23.219446
650,26.116976,-20.631443,-6.1326323
651,4.269388,-2.7678568,-0.3120411
652,-20.024433,28.57985,-28.582525
653,6.365726,-9.216419,13.862385
654,21.835941,13.461771,-24.529055
655,7.33012,7.70308,-24.770786
656,26.461016,-21.002821,1.0104785
657,-15.935033,-21.073936,17.446821
658,-10.888309,-26.355507,-1.9719983
659,-24.419085,-2.8460426,-30.638313
660,-9.651201,-36.21997,1.5382744
661,17.135788,-18.826853,-14.828703
662,7.500705,23.843105,-11.233367
663,31.758343,-26.38351,-0.7405267
664,2.0792747,-28.01085,-12.830602
665,-2.1033332,-10.009357,-4.306823
666,-32.799988,0.70538396,-5.277038
667,26.339962,0.15957716,12.131217
668,12.043459,22.043482,-19.8585
669,-4.7414117,3.7648363,-16.589722
670,16.631157,-25.481108,23.274946
671,-13.249625,27.8526,9.862529
672,14.182057,22.537819,-18.339592
673,-0.7832202,36.86086,-5.721398
674,-2.7365437,-0.78253514,24.747662
675,-11.779405,19.975863,-12.826065
676,14.507022,-18.402945,11.41116
677,1.5354048,41.511314,-3.6381264
678,14.38178,-11.813628,-30.395317
679,-15.272491,5.3562584,19.035967
680,0.36063996,-1.510712,-14.720792
681,-13.362202,25.490677,-31.904556
682,16.77512,-24.562254,19.191095
683,-31.517036,-3.4885266,-9.09255
684,1.1419481,-5.8009095,-5.6301723
685,-18.755207,17.57466,-3.4236338
686,13.790591,10.4051,12.284619
687,-3.4019248,25.154415,-2.9892912
688,14.741553,11.834304,13.237792
689,-10.014169,9.553294,11.160263
690,-1.0559644,37.77749,-5.839456
691,-12.146296,14.185857,2.352804
692,-14.432761,-17.372044,22.207727
693,-16.248297,6.853109,-16.598045
694,-21.786158,-2.058445,-2.0971115
695,6.098147,10.057642,-18.836082
696,9.63832,0.4611889,-26.160477
697,-12.341141,-17.024931,-9.819726
698,11.620713,-26.060368,-12.297983
699,-30.549452,9.556126,-1.766363
700,-22.103043,10.269513,-20.14923
701,-4.491923,6.258181,13.932708
702,-24.203323,5.8994336,-22.570236
703,9.1220045,17.794928,27.42795
704,-14.368277,24.9297,-38.86051
705,22.272827,-21.882833,1.5790485
706,31.149858,4.3091817,14.169665
707,-25.572033,-1.1339573,-21.376133
708,13.6087055,-6.513804,-2.8852322
709,-22.474937,-8.528329,-6.7573957
710,-7.683277,40.233227,-11.40313
711,-5.0268526,-7.4615264,-4.6486983
712,17.857445,15.235358,25.019014
713,-6.924353,-31.03126,-1.5653852
714,15.442847,3.4667442,-14.570564
715,-13.515515,-10.670516,4.0736103
716,-18.949791,-31.344841,12.253943
717,23.091812,-16.37743,11.371518
718,-5.286368,-0.26164567,14.510988
719,13.965539,14.599746,-25.544743
720,-10.195591,11.799062,-10.821069
721,0.45891207,14.69514,-14.771405
722,1.9329467,20.951067,-17.343958
723,33.894978,21.977207,0.8916179
724,-15.859836,-5.581672,-0.40110528
725,21.642864,-22.56286,-4.5599155
726,18.832844,13.957127,-23.018866
727,-25.877956,0.65348417,-28.994377
