,x,y,z
3918,17.174122,-26.955805,2.9935446
3919,-4.0300317,13.195857,21.803007
3920,16.319443,10.703262,20.678572
3921,23.308,-26.231213,11.3095
3922,-20.618782,-21.399487,24.283337
3923,-1.8150015,-26.24899,-9.28495
3924,22.757565,-1.4295052,-6.315411
3925,27.16182,-4.639337,3.6938782
3926,-6.6661835,-28.611666,-3.189729
3927,7.837818,11.363776,-13.770653
3928,26.188833,0.11721082,-4.2562
3929,-12.330955,-25.807552,3.2961874
3930,3.1993678,24.767622,0.5706003
3931,-13.761875,-19.498001,28.967041
3932,14.913417,-12.607793,-33.000145
3933,-17.131739,5.0104713,-1.2680067
3934,-8.9303875,-8.691988,0.0051841806
3935,16.182295,14.548002,25.219988
3936,-3.2194376,3.6259599,-24.738874
3937,-6.699028,7.408586,-27.678453
3938,-15.007476,5.494556,16.76542
3939,-12.934139,7.076703,17.02534
3940,-7.588541,38.33436,-2.499957
3941,-18.12078,-0.95126295,-23.145231
3942,-0.46729055,43.364044,-7.5107427
3943,-16.542097,-18.872803,22.256554
3944,11.51046,-8.720513,18.86274
3945,-20.397242,17.850054,-11.960231
3946,-9.54095,-4.0340323,26.763153
3947,14.841215,14.959596,23.34157
3948,-0.7800949,-22.952509,-18.51591
3949,26.442743,-5.558055,1.7412702
3950,15.903123,-26.042301,0.23466547
3951,-23.72301,20.255669,-28.696735
3952,9.158419,5.566888,-29.489048
3953,1.9031718,22.481136,-11.307335
3954,-7.5385623,8.813507,6.3193035
3955,-23.645588,22.119242,-17.874865
3956,-21.625168,10.332157,-18.279638
3957,-1.9595243,3.8311822,-8.394759
3958,7.158905,3.1351995,-18.82631
3959,-19.064632,-5.2285237,-23.89736
3960,8.015149,13.046259,31.125364
3961,16.552937,-12.017598,15.074776
3962,13.297584,16.984632,20.732904
3963,-15.9070215,-22.578402,17.454357
3964,4.9173493,8.658628,26.00704
3965,-10.410844,18.93768,-12.113187
3966,-22.1112,23.785622,-23.242739
3967,12.611792,-11.149972,-26.644527
3968,-8.556107,5.2139215,25.61366
3969,-5.8157997,2.4543905,20.6666
3970,-2.9512377,27.163065,13.875558
3971,-4.628812,14.70571,-1.6100214
3972,6.1122885,-5.3469715,3.2210028
3973,-10.205752,-11.707715,27.620527
3974,6.828702,-8.788871,13.093055
3975,21.347702,4.9507484,20.219887
3976,-13.6137295,28.638975,-6.805024
3977,30.046885,3.5155914,12.759487
3978,-16.638498,-9.277878,-13.412157
3979,-23.494942,-15.845725,-1.7663759
3980,-4.9641786,9.331317,-20.723242
3981,-13.305771,20.532646,-12.769584
3982,-29.19368,-9.049096,-15.595746
3983,8.600161,18.151617,-27.093212
3984,7.5006666,-1.593076,-29.355547
3985,5.110759,5.6065526,-1.4895635
3986,-0.42263857,31.92717,-8.836523
3987,-5.6381464,21.292126,-15.728714
3988,-9.513437,-20.247713,18.077948
3989,-1.8855767,-3.6614904,3.55318
3990,-2.2637045,-26.476053,-9.312829
3991,1.3405528,-17.916838,-12.0153265
3992,-17.305874,-12.073304,-13.631757
3993,13.066351,-8.857654,19.56282
3994,-1.8433863,31.81521,-2.3921733
3995,12.579339,-4.239512,25.666988
3996,13.487638,-6.645144,-2.8908775
3997,9.011921,27.102764,-9.679623
3998,14.448788,-3.108687,-8.499947
3999,0.2935261,-11.730575,6.219528
4000,28.23945,-0.28320155,5.0957108
4001,5.3448253,29.333624,3.287656
4002,13.825739,21.397635,-9.906107
4003,-15.303506,7.5941954,-8.657672
4004,13.184851,-15.9721575,-31.876465
4005,-3.2787564,18.197512,9.093465
4006,14.466003,22.195276,23.438313
4007,22.184362,2.514639,-0.9339773
4008,-12.366088,-14.615736,12.304582
4009,-12.799399,-15.189636,17.87034
4010,-29.616865,-16.784655,3.9874163
4011,-4.618258,13.64315,8.7644825
4012,-20.22502,-4.504185,-23.404982
4013,-11.696094,48.033237,-1.7806714
4014,24.403065,-23.31413,0.6828641
4015,10.330963,-17.738102,14.47739
4016,24.109848,-15.287055,-0.32686615
4017,7.43382,9.914179,11.959703
4018,5.4172344,13.743685,1.2887659
4019,-23.571377,-4.4545617,-29.50378
4020,25.453175,-1.4451606,21.465258
4021,-12.704693,-25.174208,-14.724082
4022,-14.488954,-6.2246356,-5.126657
4023,-36.5529,0.2504102,-7.228609
4024,-4.5731015,5.3292108,34.910248
4025,21.511122,-14.326959,1.9231232
4026,-11.92878,23.946873,-30.097694
4027,-30.383308,-10.463854,-18.551832
4028,26.098444,8.675227,15.324891
4029,-27.575212,-5.4029226,-12.859562
4030,-19.423878,-3.3088453,-29.14028
4031,8.653931,-21.00871,18.49867
4032,-3.4614341,-0.6029401,-19.703754
4033,0.38587224,0.5499316,16.080574
4034,13.657988,4.6306667,-3.4152746
4035,14.398044,-24.76945,-12.602766
4036,-25.956238,-15.91918,-3.485216
4037,23.334372,2.5862734,9.798465
4038,20.133268,-26.5801,10.739718
4039,-15.444474,13.62215,14.874548
4040,12.903365,-27.520601,-11.408822
4041,14.932894,-11.219408,-11.176799
4042,-24.827286,4.806759,-19.780499
4043,-18.981533,-20.420383,26.05281
4044,2.344075,-20.309084,1.7461519
4045,-5.8178043,3.5805795,26.71215
4046,-27.858465,13.265173,-6.4569545
4047,-11.110118,4.3506317,-19.843737
4048,-20.284674,-18.30649,-4.551305
4049,-20.09013,-21.685947,23.768675
4050,7.228579,19.207176,30.383184
4051,31.78645,21.132797,-1.8963182
4052,5.0093822,-19.849009,19.184305
4053,-11.352678,-27.482067,7.3343954
4054,23.764353,-5.098854,-2.288354
4055,-3.1445243,-27.925835,-10.277189
4056,-14.747597,-14.313835,-10.02035
4057,12.484041,3.5405157,-18.9736
4058,-11.357662,7.53201,-16.874998
4059,3.9263651,-16.72018,13.994305
4060,-7.7121997,-1.442385,22.345373
4061,-6.96145,-28.79592,6.109223
4062,-14.365627,-21.154991,22.198587
4063,-21.528576,-17.257463,-1.8834195
4064,24.414997,4.3376236,19.742899
4065,11.905846,-6.567075,5.26595
4066,7.1793575,5.504731,18.486937
4067,19.18481,13.7197485,-21.220798
4068,-14.734919,-4.121566,-0.043868188
4069,10.720856,-25.547316,21.184975
4070,5.840136,19.388472,-7.0709214
4071,2.4740522,-4.347524,-39.23846
4072,17.955133,14.400787,17.435566
4073,14.238024,15.479684,30.504148
4074,-25.966755,-15.648057,-1.4561449
4075,5.0651426,-10.136885,20.297081
4076,-4.437689,-16.672258,6.3164916
4077,22.31047,-11.459657,6.895079
4078,13.460542,12.023085,31.390873
4079,15.840103,-17.442026,-16.954552
4080,-11.07695,-23.195555,-5.6205225
4081,-4.568706,10.437073,4.6385202
4082,-17.24453,-16.55001,21.592955
4083,-22.234463,-14.0001745,23.27645
4084,-2.6668522,0.8448672,7.8739038
4085,17.467186,10.532396,-15.057678
4086,-1.6578993,33.721863,-7.8547425
4087,-6.788802,-17.511694,1.8384835
4088,15.73084,23.75528,24.034096
4089,2.8216722,-31.271833,19.362724
4090,22.86925,5.056747,12.542439
4091,26.389517,1.2616196,17.017418
4092,7.685987,9.199258,18.347261
4093,-11.334083,15.801128,-10.439335
4094,3.07725,16.97154,22.38062
4095,3.8407767,-3.1175659,-34.86635
4096,-8.475103,8.288032,9.058687
4097,-0.5542402,6.802025,-11.794925
4098,-5.2745147,22.84455,-5.2366524
4099,-5.7116733,21.197237,-32.52845
4100,12.071594,-13.6775675,-9.745321
4101,19.620182,4.1695795,-24.497564
4102,17.490652,1.0825744,2.682413
4103,36.945343,-4.713862,-3.005641
4104,-0.9178114,3.8248148,-4.370491
4105,-27.555693,-5.463679,-12.798497
4106,-0.07092607,-22.182413,9.637013
4107,-18.431782,22.30493,-26.217733
4108,-30.70955,-17.85744,-17.938715
4109,20.367321,-6.3265886,16.83723
4110,16.165419,-11.708396,18.952082
4111,6.553816,-10.6848755,-3.073688
4112,-14.168391,-22.57482,-14.064666
4113,4.4921064,22.283566,-1.621356
4114,-3.8015842,40.194,-5.1509953
4115,-13.238861,-21.075764,-13.451646
4116,6.923359,-30.075455,-8.214103
4117,7.70277,-13.876444,19.172655
4118,-18.52971,7.8217325,-17.557186
4119,9.461441,5.2717934,-29.105776
4120,-5.008137,23.150896,-5.2505016
4121,12.222063,-12.171896,-26.528797
4122,-8.237901,7.792355,3.0188544
4123,2.58136,3.6996484,-23.072517
4124,-23.689604,-0.7896895,-12.18567
4125,19.752544,11.492626,-16.184553
4126,-14.148992,7.320387,5.934796
4127,-24.40678,-18.1462,-4.28479
4128,-5.5423875,-12.68327,23.127892
4129,30.437025,-9.982606,-8.6338625
4130,-26.038254,-15.538938,-3.5711312
4131,4.950187,-8.698613,20.068686
4132,-12.482759,-14.044982,-20.135447
4133,0.89100784,17.37389,-1.6416241
4134,23.05372,-10.93961,-7.8924956
4135,27.470484,3.3603003,16.374783
4136,-31.11139,-17.363964,3.3987143
4137,-5.586433,6.6394305,18.04003
4138,-5.2556524,35.030006,3.5149393
4139,-12.609226,-19.465391,27.476078
4140,-4.06757,3.800895,15.441552
4141,-6.040869,-0.48239717,14.3014555
4142,-13.837651,22.839462,-34.155117
4143,-3.7943442,6.5456176,15.320546
4144,-0.86944276,15.2651825,-17.19108
4145,-28.892822,-7.4029803,-10.466222
4146,15.555751,6.311025,13.64764
4147,5.3317657,-17.66957,0.57381916
4148,4.956877,-5.9707603,-5.8226986
4149,7.868798,16.069689,-11.367163
4150,10.070048,8.38716,-9.326609
4151,-22.50808,-4.424071,7.861485
4152,10.063345,-0.83669764,19.08158
4153,-17.516047,-9.753488,21.929104
4154,-6.540698,5.0016727,-16.368336
4155,10.4437475,0.25649422,-16.654306
4156,-6.9930763,28.250687,-2.3827372
4157,12.889869,-5.2279468,-0.09027752
4158,5.8993087,-31.2875,9.866302
4159,-20.478422,-8.264059,-9.4450655
4160,-20.33459,28.692247,4.7421966
4161,-11.136482,19.383787,-14.009414
4162,22.158352,1.7935739,20.917923
4163,1.1492989,-0.30994216,9.172704
4164,-2.062756,4.4759383,8.970634
4165,4.284543,-0.9976949,-36.21387
4166,14.862357,11.781926,18.054502
4167,-0.86469954,-27.014019,6.4000225
4168,4.888591,-30.011919,21.765707
4169,17.507627,-3.0068886,2.3903599
4170,-10.727089,10.426325,-24.451567
4171,-21.495726,-15.565471,-2.0013375
4172,-23.508389,-12.0288315,-13.516475
4173,-3.2529745,25.863607,-15.637186
4174,-13.766849,-25.391562,3.555985
4175,-17.431675,-17.999464,26.13976
4176,-3.8868606,5.2633166,38.56977
4177,-18.340612,-7.6804132,-15.514886
4178,20.473751,-21.91561,-0.12802276
4179,-8.846895,26.457293,2.8151476
4180,-24.056967,32.223816,0.5382255
4181,24.976173,-27.121258,11.6049
4182,12.745847,-27.68266,-12.651538
4183,-2.426579,29.888155,-0.28927365
4184,4.2485538,-9.107904,0.17087503
4185,4.9040895,0.73312026,15.350995
4186,14.704689,2.1115246,-13.023083
4187,-1.4434351,2.3389819,-13.317236
4188,-19.874123,-15.356723,-11.8201
4189,30.807516,18.704756,-1.0769652
4190,6.1625614,-13.027823,22.70699
4191,-7.074642,27.898756,7.896823
4192,9.047722,11.016396,-18.813526
4193,-33.570805,-8.178679,-9.995778
4194,-11.951809,32.776077,7.6477284
4195,6.382707,-30.807535,10.328568
4196,18.581804,8.602281,29.852705
4197,17.058807,-14.82265,-15.176621
4198,14.690692,-20.680006,-13.022818
4199,-24.293829,-13.627215,-1.2208353
4200,-11.022602,-19.175146,28.781212
4201,-12.300211,-14.651488,11.068302
4202,16.453276,-22.079634,-11.981096
4203,24.974665,-26.887596,11.8487
4204,-26.7798,13.136826,-21.233831
4205,-26.670486,2.6639214,-8.664176
4206,-5.344224,10.880212,5.553406
4207,9.558894,19.067472,28.533031
4208,12.3492985,11.448355,-28.003801
4209,-25.97042,5.7984524,-1.8160055
4210,3.7938647,9.988518,-11.2359
4211,1.1568915,-28.907213,-13.669519
4212,12.174159,-25.627037,-6.0973887
4213,-9.179517,25.293482,9.90727
4214,6.4627037,-0.44490772,-16.224915
4215,-24.702702,6.1757336,-22.12662
4216,-18.472788,18.761208,-3.3960767
4217,-3.946279,6.6842947,-3.7514477
4218,-18.040812,-8.0255785,0.55366385
4219,10.02799,-28.296803,15.426698
4220,-6.10066,29.700718,-8.809279
4221,12.613623,8.589517,23.668139
4222,15.658153,-11.386023,11.164083
4223,35.308006,-9.937409,0.0350133
4224,-10.519038,-15.460632,-4.395028
4225,17.633787,17.148489,14.455385
4226,-4.985876,23.216955,-5.216421
4227,-19.557426,13.113319,-25.216341
4228,15.496397,-7.452002,20.03203
4229,-5.770952,-14.464158,-15.297362
4230,-14.017084,18.82681,-13.617204
4231,14.189353,17.019882,-14.485175
4232,0.071151964,-9.4967,21.653315
4233,5.9504547,-0.46478635,-27.794367
4234,-20.649395,-21.08564,23.43877
4235,-8.530723,-13.850322,-4.049684
4236,4.571272,12.3095665,-22.724236
4237,-14.522866,21.192936,-33.16406
4238,1.5452039,-21.783756,11.644677
4239,1.8106186,-10.7915535,14.905615
4240,2.5351272,-4.4905357,-23.151777
4241,10.813427,4.712323,-22.429619
4242,2.345292,21.10256,-16.757044
4243,13.539084,-16.416382,-32.757652
4244,22.285414,1.7792972,14.2870035
4245,-3.9374034,9.175351,-1.756137
4246,2.8477447,-30.730377,18.461279
4247,-11.381073,-12.792701,-1.0553256
4248,18.69507,17.932642,-6.5266595
4249,5.6415334,-14.252027,17.639603
4250,-29.939417,-10.677955,-17.775347
4251,14.428096,-13.3269005,-6.690963
4252,-7.4069757,19.489683,-37.335846
4253,-4.814889,-11.863792,-22.626547
4254,-22.84205,7.4580927,0.40873516
4255,12.584156,11.89711,14.239669
4256,-4.663135,10.596458,5.810197
4257,-17.832907,-25.042395,8.047669
4258,-2.4559822,4.098013,29.013687
4259,-4.0854735,-14.320929,-1.2244498
4260,-29.92172,12.232704,-1.3195956
4261,-9.249926,-27.206478,19.105772
4262,6.7369065,-23.27466,21.618813
4263,29.897236,-1.1959697,14.973078
4264,14.088728,-23.104294,-8.510823
4265,28.26809,-9.694893,6.4180923
4266,30.46644,-0.05339364,12.93092
4267,-1.3012553,27.149345,14.426367
4268,-19.803093,13.468466,-25.118258
4269,-14.7917795,45.58327,1.3439261
4270,19.09729,-20.138653,-17.95651
4271,13.889723,-35.397697,1.8866581
4272,18.308416,22.750034,27.718817
4273,-6.5261793,10.077981,7.825002
4274,-0.58806103,27.080212,1.0104898
4275,-4.5859942,-12.824013,11.762004
4276,-0.99540186,27.480335,13.08949
4277,-2.3554986,12.322938,-12.791674
4278,34.01045,2.9853003,-0.47779542
4279,-3.182792,-25.29058,-20.677647
4280,9.352977,5.675354,-10.736019
4281,-13.891457,-14.074063,-19.741585
4282,-17.271532,-7.9799337,0.78023064
4283,16.272163,-0.0011025069,13.256199
4284,30.208178,-2.0522928,9.017519
4285,15.993347,6.1619806,24.156294
4286,27.808563,18.234262,17.53134
4287,15.874677,-8.705251,-6.485813
4288,31.933409,18.13544,-0.69115776
4289,12.188666,25.260983,-20.596266
4290,26.71404,6.420504,3.8071797
4291,-2.7826805,0.15447205,7.5430245
4292,-3.1161351,-1.1342094,24.382185
4293,28.304205,6.996317,6.801518
4294,-13.996398,-19.561579,29.670341
4295,-2.3729184,23.59155,-16.685675
4296,-11.511816,2.923945,-26.5113
4297,24.33628,7.7345834,-2.4157102
4298,5.994702,16.95325,-11.213754
4299,34.46604,2.4787533,-1.1398292
4300,-8.654319,3.3163564,28.567291
4301,0.5928788,19.357458,-5.8391557
4302,-11.080175,13.77675,-18.243477
4303,5.5316067,12.638723,-1.4675444
4304,-11.355152,2.084003,-25.482971
4305,-15.315779,2.69164,-17.916742
4306,5.69803,-22.147928,25.392204
4307,-1.0299946,0.64148235,29.410585
4308,-8.463618,7.6251564,12.679041
4309,12.866106,-26.740074,21.238674
4310,4.1736646,4.5940576,-17.734388
4311,10.809562,0.1935113,4.4151855
4312,-5.4847817,11.441326,10.489751
4313,-6.3549795,-30.446552,4.699379
4314,0.7625171,39.633835,-8.739795
4315,-29.830284,12.20186,-1.7277265
4316,-7.3846354,-31.891714,10.982404
4317,-5.7987704,-13.401172,14.660085
4318,1.9937896,-5.394116,-5.0292916
4319,-14.040872,20.889673,-14.220644
4320,24.48124,6.662755,-5.3196144
4321,-16.320717,28.183113,-21.425018
4322,-19.218739,16.4399,3.0850215
4323,-21.126432,-9.222322,-1.182468
4324,24.192072,5.343151,22.714964
4325,-5.2279167,4.820025,-10.037072
4326,-7.1144075,16.107655,14.697126
4327,-28.877775,4.326725,-16.803041
4328,-2.5924792,1.17606,18.961473
4329,-11.834828,14.913198,-13.0355425
4330,-0.18604068,-14.976258,1.3924981
4331,-0.0979809,-2.1386735,-20.05548
4332,-11.792859,-3.110878,22.015467
4333,33.08051,21.07531,-0.45287403
4334,11.13364,-28.507423,-1.813581
4335,-8.5178,30.522676,-0.115889125
4336,26.097744,-12.88397,-5.5182805
4337,-20.74263,-17.21005,-1.9041834
4338,-8.761082,-33.59106,4.2602572
4339,10.606921,-23.356165,22.025223
4340,0.19982816,8.9447975,-1.2940252
4341,-8.139166,8.498234,-1.7482364
4342,0.7589726,-7.4017158,42.68861
4343,6.4928765,22.445433,-22.098099
4344,18.947832,1.7336856,-0.06924108
4345,-2.3401628,21.834753,1.8724682
4346,-20.776075,-18.891663,-3.1938567
4347,23.888924,2.428926,25.279427
4348,-6.310416,-19.11091,-16.909515
4349,23.27555,23.286213,15.935577
4350,5.8188205,-3.2437804,-20.543827
4351,12.498866,-16.265171,-31.58093
4352,-23.923988,-3.9958537,-17.580704
4353,-19.843742,22.516907,-29.244457
4354,4.790375,-25.7362,23.826077
4355,26.277771,5.1604958,-5.096597
4356,-12.842479,2.8364775,14.380291
4357,15.337279,20.598192,34.44257
4358,-18.712254,-23.044662,24.602781
4359,-23.39704,-1.6468575,-29.925451
4360,4.60169,-1.8487438,-36.653664
4361,-3.7019668,10.644487,12.05745
4362,19.72806,-7.6760645,-5.772204
4363,14.367763,11.382978,30.066597
4364,11.853212,-19.808489,18.092295
4365,-11.32364,-28.332167,4.80858
4366,12.6749525,14.355715,19.331362
4367,-0.8251972,3.0538008,-16.877787
4368,-7.424878,-1.873532,32.442425
4369,-24.63777,-16.513166,24.186659
4370,-5.6336474,21.440994,-15.644614
4371,11.274262,11.493963,28.154276
4372,7.6530848,10.094921,3.2402523
4373,-11.033689,-10.103014,-7.38995
4374,9.578601,5.1634283,15.587181
4375,12.87829,-22.87845,22.954096
4376,12.545477,-16.796682,16.29658
4377,-10.746728,12.8066845,17.32699
4378,-11.348105,2.1418927,-25.577555
4379,16.579062,-22.759483,-10.506401
4380,-18.631369,25.811928,5.658895
4381,28.499857,14.747465,20.164148
4382,-11.5023985,25.829203,-34.78475
4383,3.0828707,34.98182,-4.0452123
4384,18.49659,-16.499088,17.85749
4385,8.93522,-14.187067,21.48133
4386,22.837757,-1.1715701,-6.3721776
4387,16.85576,-19.992456,15.514809
4388,16.037657,15.072996,-9.515691
4389,32.585236,1.631569,10.652754
4390,-3.3512878,-4.6580844,-2.9867697
4391,19.191246,2.2201486,17.315475
4392,10.030389,20.91813,20.707811
4393,-8.02859,-20.22763,6.355928
4394,1.9221333,6.8567996,8.813079
4395,27.757622,-24.270178,-0.67866427
4396,9.774836,-14.713554,3.3318696
4397,-7.735263,10.520631,-13.928384
4398,-17.289383,-27.72025,11.830177
4399,-20.099586,27.179255,-30.09084
4400,2.0816803,-3.3853903,-3.7296004
4401,-28.495106,-17.81693,-19.443405
4402,-8.831613,15.10097,-8.260041
4403,-20.980629,-3.5999863,-0.29096687
4404,11.146491,-15.35923,23.474424
4405,10.861986,8.459141,-21.462587
4406,-16.477135,0.84769297,-11.336522
4407,7.0343647,0.9715133,-18.274082
4408,22.804474,5.8245535,-11.925414
4409,-21.850517,-2.5917532,-30.777256
4410,15.542726,-12.050125,-32.763138
4411,15.402005,16.240923,22.027843
4412,-9.854724,10.710763,-8.890304
4413,-13.567222,2.1355026,22.242195
4414,26.767872,6.657797,4.9597178
4415,-16.539268,-1.4466523,-29.978184
4416,-16.52999,-0.04663328,14.6555805
4417,-7.4346523,8.455056,8.15636
4418,10.583853,-12.069515,11.3426485
4419,4.821361,-20.09119,-15.380149
4420,11.58273,-4.316767,1.9223701
4421,6.1345487,-3.18112,-10.8674755
4422,-5.3284407,-15.337975,9.377443
4423,15.551149,-22.996706,7.3399177
4424,-5.1028104,-0.19653139,14.432057
4425,7.5980916,2.4773183,-17.546913
4426,24.772472,21.030891,14.828569
4427,16.522842,-21.259182,18.036797
4428,16.280172,0.63677347,2.8628874
4429,35.841045,-6.107607,7.8520846
4430,-5.6595454,1.9915015,-10.74336
4431,16.452456,-25.427546,22.882881
4432,8.9816,-19.067108,20.604725
4433,-10.697881,-4.1716766,-2.1875305
4434,24.1703,-18.962225,-7.583356
4435,-14.281904,-0.1090652,7.423312
4436,24.089497,4.230941,25.087425
4437,-2.1103196,-19.013063,-16.275728
4438,9.772289,-24.689396,28.1372
4439,12.578832,-7.4079237,27.3137
4440,6.707309,10.2122555,19.187733
4441,-22.71874,-17.83033,-1.3731327
4442,23.616926,-15.463478,13.24885
4443,25.577274,-8.115147,11.881427
4444,-33.193043,0.3624185,-7.017592
4445,-15.099917,26.799488,-22.526264
4446,-4.9624906,7.1075797,-21.813982
4447,-6.180459,-19.408043,-26.985563
4448,14.963397,-5.125742,-2.2599428
4449,-5.3166018,14.224739,-6.518154
4450,-4.9447503,7.971681,-4.773924
4451,-9.370378,23.182928,6.4028816
4452,16.415201,3.896003,-27.180199
4453,-11.730688,5.9775724,16.240383
4454,-7.918569,-0.20125645,30.392708
4455,-22.165726,1.6060623,-28.085165
4456,18.233973,14.144422,-12.485715
4457,22.154337,-14.884496,-5.351213
4458,14.805979,17.054914,-17.202255
4459,8.891049,-24.73241,19.89103
4460,-18.703133,6.11232,-16.85905
4461,-30.008528,12.301743,-4.930655
4462,4.0075164,-0.459281,9.57937
4463,-7.034526,11.788189,7.9735365
4464,3.4298418,-1.2403039,-17.667503
4465,-15.181391,-17.932837,30.287569
4466,-20.472013,5.7569084,-13.148725
4467,-11.345466,-22.68085,-5.6572685
4468,-2.220307,4.8249145,13.199517
4469,10.215688,-20.640661,25.210293
4470,12.872873,-11.427607,-26.388758
4471,16.51561,16.886772,16.070406
4472,-19.495043,28.07682,-29.703775
4473,22.966694,5.9060736,2.8007371
4474,3.38408,-14.647245,17.444304
4475,33.21544,-10.76675,-0.37153903
4476,-14.714781,-6.441682,-14.879849
4477,-3.8523812,-2.1477387,4.050849
4478,-21.250109,-1.16767,-12.804322
4479,-6.4081297,7.497446,15.917686
4480,9.943294,10.015482,-14.261009
4481,7.257615,10.507945,-28.70693
4482,-21.804617,26.468128,-26.901388
4483,-6.8395686,4.680435,-8.318955
4484,-13.632408,-11.493692,18.24209
4485,11.891481,-10.710652,13.089915
4486,35.35194,-13.381436,-2.1945074
4487,-13.384591,-12.280974,2.608553
4488,8.048937,-22.664896,-0.71405864
4489,21.397703,-10.995863,-9.177583
4490,-7.8434167,-21.608583,27.38621
4491,-10.072717,23.436611,-37.025364
4492,-5.320458,-12.827686,7.9357595
4493,-17.879229,21.539608,-13.750117
4494,-4.0202527,15.367821,-3.722125
4495,23.72408,-3.0813718,2.911779
4496,24.530502,-2.693427,-7.0635757
4497,-21.724846,-12.573926,21.242247
4498,20.936369,-22.623379,0.8002097
4499,-20.113848,6.199899,-0.89094424
4500,0.38409367,-27.676195,14.648254
4501,-5.6061807,2.4401453,33.033302
4502,-16.338072,-12.004637,-8.366569
4503,1.7464796,20.934385,26.235014
4504,2.755929,19.89818,-13.244126
4505,-19.525341,-17.28229,-1.8143569
4506,-15.088239,-7.1089115,-0.27471378
4507,-10.861908,-16.445936,-9.734558
4508,-18.885237,24.721544,-19.627369
4509,-5.7761903,23.652155,-31.789124
4510,15.958714,-3.0829558,1.1514014
4511,-3.9510577,13.49492,-10.870739
4512,-6.6068463,-2.4981132,26.54198
4513,-9.82629,-12.014506,5.955282
4514,-7.529509,2.981069,29.226734
4515,-7.840064,27.312563,2.6939313
4516,14.927359,-13.20027,-29.058304
4517,-0.64253646,-7.905788,43.841713
4518,-13.378761,2.0805702,18.74452
4519,16.99974,15.084117,24.85775
4520,-18.588436,-3.136887,-19.619402
4521,-12.86283,-9.580831,-17.20229
4522,-10.080418,23.959282,-36.658703
4523,-1.1549993,13.643768,0.44661754
4524,19.108866,-10.478779,-2.853843
4525,-11.454714,2.4703934,-26.001787
4526,-6.903229,12.566838,-8.616422
4527,22.994259,2.5564678,11.396118
4528,16.269808,5.2097416,23.920572
4529,13.010174,-11.525635,-26.267061
4530,-11.129731,-15.321113,0.18734808
4531,8.778858,-23.498083,19.033104
4532,32.042015,19.900928,-0.37305722
4533,-14.038708,8.574886,-14.175401
4534,12.576986,-7.413427,27.314928
4535,15.179833,21.15625,21.164175
4536,29.579878,-13.666576,-2.3991435
4537,-11.09111,19.832838,-4.947339
4538,12.910568,15.941363,-3.403658
4539,-24.313328,14.697841,0.5282388
4540,-17.878023,2.020547,-17.96696
4541,-24.82339,0.102410525,-25.479094
4542,-31.661087,10.446177,-3.2864275
4543,27.451544,3.4100482,16.39098
4544,14.1742935,-34.493694,-0.013052038
4545,-4.444093,-0.67609954,32.54116
4546,-8.033134,21.823915,-34.336445
4547,7.6479626,-0.04019708,7.775181
4548,-20.491024,20.397474,-27.69615
4549,-1.8710436,-4.476013,-10.988106
4550,-0.9881514,-20.152636,2.4398894
4551,-5.11735,4.9222207,5.911469
4552,-6.202348,-21.379713,-26.904596
4553,-4.257573,2.2503543,36.71266
4554,7.078103,17.424967,21.556433
4555,16.864197,3.5211728,29.937056
4556,-7.1375628,23.224987,-15.642246
4557,7.5209966,-14.072568,16.635012
4558,14.993102,13.050004,35.71231
4559,6.2153735,12.205372,-28.004307
4560,28.633236,9.663906,14.34147
4561,0.3787722,41.084785,-5.9250956
4562,-15.987593,-30.161884,8.648168
4563,-12.153706,18.246693,-11.443809
4564,-3.9130957,5.805052,39.304424
4565,15.653478,-13.178811,-9.225113
4566,2.274048,36.874275,-5.0949693
4567,-17.466301,-11.925189,-9.133586
4568,0.27056676,-11.632952,6.566982
4569,-4.334094,20.761555,-30.434364
4570,-21.784994,-16.380472,-11.637344
4571,13.830326,-0.44462597,22.612543
4572,18.86085,13.302555,-24.043325
4573,0.34921932,33.86328,-9.266734
4574,0.90125114,31.941116,-8.713996
4575,14.877397,15.024435,-22.587431
4576,-9.616933,-18.42991,23.773357
4577,-10.225034,-21.101215,30.185844
4578,-16.853424,22.339006,-32.74627
4579,21.878567,-10.430789,-6.857594
4580,-7.359528,-18.122328,-12.190799
4581,-20.742075,-4.562746,8.8355465
4582,11.145174,0.74468184,1.0466313
4583,-1.9876423,0.51644695,25.931364
4584,11.033223,-27.955635,-0.30144334
4585,-1.3620137,7.9398828,-19.008766
4586,8.409652,-30.26209,-7.580898
4587,-3.1096292,18.415798,2.1649086
4588,3.8788505,-0.65254796,-33.640434
4589,7.2282367,19.059488,18.690357
4590,-8.250157,22.403303,-14.546928
4591,-20.69414,27.049824,-17.658884
4592,14.665415,-15.593069,12.818964
4593,-8.629454,3.4056385,12.467975
4594,-1.7051334,31.542624,-2.47491
4595,-12.332187,-27.03024,7.6989202
4596,-18.072813,-2.1404974,-9.023939
4597,-6.088817,-33.27924,11.296636
4598,-11.244694,13.153399,-18.052
4599,3.1976464,-6.24638,-5.055928
4600,1.8733696,6.3045397,9.208441
4601,8.644034,-13.770181,17.892338
4602,-19.34148,22.147202,-12.649077
4603,-12.068525,-33.620712,0.660899
4604,10.636535,-2.6057358,18.613237
4605,4.093082,-7.7342477,-9.971117
4606,-7.944022,30.029234,-1.9290304
4607,-4.8863916,5.086235,15.654679
