group,path,filename,a_number
38,data/wamex_xml/a082100_surrreporte52-1728_11785562.json,a082100_surrreporte52-1728_11785562.json,82100
38,data/wamex_xml/a076505_springvale combined 2007 annual report-c88-2005_12076164.json,a076505_springvale combined 2007 annual report-c88-2005_12076164.json,76505
38,data/wamex_xml/a080509_forrestania cgr 179-2008 annual report 2008_15701196.json,a080509_forrestania cgr 179-2008 annual report 2008_15701196.json,80509
38,data/wamex_xml/a079390_e59467 conquistador project annual report for period 25 may 2007 to 24 may 2008_10226138.json,a079390_e59467 conquistador project annual report for period 25 may 2007 to 24 may 2008_10226138.json,79390
38,data/wamex_xml/a075376_verification_report_atr_2007_c296_1996_16726499.json,a075376_verification_report_atr_2007_c296_1996_16726499.json,75376
38,data/wamex_xml/a079933_pos c252.2007 minex 2008_15592211.json,a079933_pos c252.2007 minex 2008_15592211.json,79933
38,data/wamex_xml/a079520_microsoft word - c113_04_2008a_15585466.json,a079520_microsoft word - c113_04_2008a_15585466.json,79520
38,data/wamex_xml/a071982_c15_2005_2006a_10812225.json,a071982_c15_2005_2006a_10812225.json,71982
38,data/wamex_xml/a076226_c168_2005a_07_16103813.json,a076226_c168_2005a_07_16103813.json,76226
38,data/wamex_xml/a074693_peh targets figure 4_15784049.json,a074693_peh targets figure 4_15784049.json,74693
38,data/wamex_xml/a074756_c89_2004_verificatiorpt2007a_15967368.json,a074756_c89_2004_verificatiorpt2007a_15967368.json,74756
38,data/wamex_xml/a075583_m27.34 2007_10086153.json,a075583_m27.34 2007_10086153.json,75583
38,data/wamex_xml/a081046_spw_2008a_15478949.json,a081046_spw_2008a_15478949.json,81046
38,data/wamex_xml/a073970_e28_1199_2006p_13526742.json,a073970_e28_1199_2006p_13526742.json,73970
38,data/wamex_xml/a080191_e52-1586 - annual report 2008 - 24nov08_10074151.json,a080191_e52-1586 - annual report 2008 - 24nov08_10074151.json,80191
38,data/wamex_xml/a084364_yangan_c19_2006_a2009_15556442.json,a084364_yangan_c19_2006_a2009_15556442.json,84364
38,data/wamex_xml/a076624_2007 annual report - e70-2807_12265301.json,a076624_2007 annual report - e70-2807_12265301.json,76624
38,data/wamex_xml/a085636_surrender report e53_975 feb2010_16126014.json,a085636_surrender report e53_975 feb2010_16126014.json,85636
38,data/wamex_xml/a081988_p46_1430_2009s_12598091.json,a081988_p46_1430_2009s_12598091.json,81988
38,data/wamex_xml/a078058_microsoft word - limejuice annual report 2008_10974924.json,a078058_microsoft word - limejuice annual report 2008_10974924.json,78058
38,data/wamex_xml/a074518_idafault_a_2006_12099648.json,a074518_idafault_a_2006_12099648.json,74518
38,data/wamex_xml/a074514_golden vale report 06-07_14749394.json,a074514_golden vale report 06-07_14749394.json,74514
38,data/wamex_xml/a081278_e36-612_2008a_12780261.json,a081278_e36-612_2008a_12780261.json,81278
38,data/wamex_xml/a084462_bilbliography_c129_2005_2008a_9535391.json,a084462_bilbliography_c129_2005_2008a_9535391.json,84462
38,data/wamex_xml/a085629_el 04-1136 1471 & 1472 comb dmp an rep to 31st january 2010_15676950.json,a085629_el 04-1136 1471 & 1472 comb dmp an rep to 31st january 2010_15676950.json,85629
38,data/wamex_xml/a081069_johns titan combined reporting - 22.02.09_17160281.json,a081069_johns titan combined reporting - 22.02.09_17160281.json,81069
38,data/wamex_xml/a077328_forrestania 77-1232 annual report 2008_10172646.json,a077328_forrestania 77-1232 annual report 2008_10172646.json,77328
38,data/wamex_xml/a085644_tpp_2009a_11377233.json,a085644_tpp_2009a_11377233.json,85644
38,data/wamex_xml/a073187_a73187_12772737.json,a073187_a73187_12772737.json,73187
38,data/wamex_xml/a082329_c125_1997_2009a_9902160.json,a082329_c125_1997_2009a_9902160.json,82329
38,data/wamex_xml/a073750_a73750_17464174.json,a073750_a73750_17464174.json,73750
38,data/wamex_xml/a077201_spinifex well report - feb 7_17847633.json,a077201_spinifex well report - feb 7_17847633.json,77201
38,data/wamex_xml/a073053_a73053_15936118.json,a073053_a73053_15936118.json,73053
38,data/wamex_xml/a085022_unlock-_dr_2009_a_01_reportbody__15267135.json,a085022_unlock-_dr_2009_a_01_reportbody__15267135.json,85022
38,data/wamex_xml/a074224_figure 2_14211662.json,a074224_figure 2_14211662.json,74224
38,data/wamex_xml/a076691_vl3_snake well_c70-2000_a_2007_10326339.json,a076691_vl3_snake well_c70-2000_a_2007_10326339.json,76691
38,data/wamex_xml/a074908_yg4_2006_9766870.json,a074908_yg4_2006_9766870.json,74908
38,data/wamex_xml/a079204_gb_ann_rpt_2008_14918499.json,a079204_gb_ann_rpt_2008_14918499.json,79204
38,data/wamex_xml/a076381_mps_e04-1562_2006a._17554279.json,a076381_mps_e04-1562_2006a._17554279.json,76381
38,data/wamex_xml/a081439_m38-488 a09_12229278.json,a081439_m38-488 a09_12229278.json,81439
38,data/wamex_xml/a073284_duketon central 2006 û c61-2003_17291838.json,a073284_duketon central 2006 û c61-2003_17291838.json,73284
38,data/wamex_xml/a080980_vlist_e77_1168_annual_2008_14684829.json,a080980_vlist_e77_1168_annual_2008_14684829.json,80980
38,data/wamex_xml/a079965_1 - e 04 1613 tech rpt  aug 07 to  aug 08_15318458.json,a079965_1 - e 04 1613 tech rpt  aug 07 to  aug 08_15318458.json,79965
38,data/wamex_xml/a082998_2009.08.10 - annual_e08_1774_9138144.json,a082998_2009.08.10 - annual_e08_1774_9138144.json,82998
38,data/wamex_xml/a079039_1801__hnn_qvr_vteminterpreport032008_14403800.json,a079039_1801__hnn_qvr_vteminterpreport032008_14403800.json,79039
39,data/wamex_xml/a084725_appendix3_annual report c109-2002v3_10437320.json,a084725_appendix3_annual report c109-2002v3_10437320.json,84725
39,data/wamex_xml/a078171_e04-177 annual 2008_17892697.json,a078171_e04-177 annual 2008_17892697.json,78171
39,data/wamex_xml/a078622_e51 1153 surrender report_9697696.json,a078622_e51 1153 surrender report_9697696.json,78622
39,data/wamex_xml/a074298_verification report c327-1996_2006a_14915525.json,a074298_verification report c327-1996_2006a_14915525.json,74298
39,data/wamex_xml/a085255_p27_1732_fig2_2009_12102779.json,a085255_p27_1732_fig2_2009_12102779.json,85255
39,data/wamex_xml/a082715_moy logging system and codes may 2008_11759466.json,a082715_moy logging system and codes may 2008_11759466.json,82715
39,data/wamex_xml/a079636_annual report bali project 20081003_14872042.json,a079636_annual report bali project 20081003_14872042.json,79636
39,data/wamex_xml/a072829_p37_6569ar0511_12310895.json,a072829_p37_6569ar0511_12310895.json,72829
39,data/wamex_xml/a073121_27862 leisker v_16039368.json,a073121_27862 leisker v_16039368.json,73121
39,data/wamex_xml/a072426_lpw_2005a_9611955.json,a072426_lpw_2005a_9611955.json,72426
39,data/wamex_xml/a077808_e70_2649_2008a1_11123466.json,a077808_e70_2649_2008a1_11123466.json,77808
39,data/wamex_xml/a081395_e70_2582_partial_surrender_report_10328647.json,a081395_e70_2582_partial_surrender_report_10328647.json,81395
39,data/wamex_xml/a084057_e53-1195 annual 09_12716143.json,a084057_e53-1195 annual 09_12716143.json,84057
39,data/wamex_xml/a082532_cl_ 2008a_verification_15353808.json,a082532_cl_ 2008a_verification_15353808.json,82532
39,data/wamex_xml/a072769_a72769_12422198.json,a072769_a72769_12422198.json,72769
39,data/wamex_xml/a082319_nzul_ann_09_11325360.json,a082319_nzul_ann_09_11325360.json,82319
39,data/wamex_xml/a072433_lav_2005a_10229488.json,a072433_lav_2005a_10229488.json,72433
39,data/wamex_xml/a073762_45 2388 05-06_11010209.json,a073762_45 2388 05-06_11010209.json,73762
39,data/wamex_xml/a081208_e38-1408 p09_18691073.json,a081208_e38-1408 p09_18691073.json,81208
39,data/wamex_xml/a077458_c247_2007_2007a_16245612.json,a077458_c247_2007_2007a_16245612.json,77458
39,data/wamex_xml/a076867_e37-528 a07_11916637.json,a076867_e37-528 a07_11916637.json,76867
39,data/wamex_xml/a084725_annual report c109-2002 amended dec 09_11874680.json,a084725_annual report c109-2002 amended dec 09_11874680.json,84725
39,data/wamex_xml/a078087_ih_c112_1997_2007a_12375123.json,a078087_ih_c112_1997_2007a_12375123.json,78087
39,data/wamex_xml/a076153_p38_3093_2007a_11253276.json,a076153_p38_3093_2007a_11253276.json,76153
39,data/wamex_xml/a080116_file verification report_10946312.json,a080116_file verification report_10946312.json,80116
39,data/wamex_xml/a078487_ab_doir_vlist_ab_c52-2007_2007a_1jun08_11065378.json,a078487_ab_doir_vlist_ab_c52-2007_2007a_1jun08_11065378.json,78487
39,data/wamex_xml/a077659_e59-1139an07_10117178.json,a077659_e59-1139an07_10117178.json,77659
39,data/wamex_xml/a077228_c589_1994_2007a_17848297.json,a077228_c589_1994_2007a_17848297.json,77228
39,data/wamex_xml/a073498_annual report-dardanup project (28.05.2005 to 31.05.2006)_12621954.json,a073498_annual report-dardanup project (28.05.2005 to 31.05.2006)_12621954.json,73498
39,data/wamex_xml/a078082_bb_c45-2004_2007a_9653281.json,a078082_bb_c45-2004_2007a_9653281.json,78082
39,data/wamex_xml/a085247_e52_2117_2009a_11983481.json,a085247_e52_2117_2009a_11983481.json,85247
39,data/wamex_xml/a073283_a73283_14379867.json,a073283_a73283_14379867.json,73283
39,data/wamex_xml/a080819_gr_a_2008_11691044.json,a080819_gr_a_2008_11691044.json,80819
39,data/wamex_xml/a075481_dr_e77-898_2007a_16760390.json,a075481_dr_e77-898_2007a_16760390.json,75481
39,data/wamex_xml/a081248_e08_1296_2008a_14482020.json,a081248_e08_1296_2008a_14482020.json,81248
39,data/wamex_xml/a081055_figure 2 interpreted geology_16238635.json,a081055_figure 2 interpreted geology_16238635.json,81055
39,data/wamex_xml/a075643_verfication listiing form_17820689.json,a075643_verfication listiing form_17820689.json,75643
39,data/wamex_xml/a084673_c4_2009_2009a_10746445.json,a084673_c4_2009_2009a_10746445.json,84673
39,data/wamex_xml/a085786_geology map_15146575.json,a085786_geology map_15146575.json,85786
39,data/wamex_xml/a085884_m39_721_2009p_12112205.json,a085884_m39_721_2009p_12112205.json,85884
39,data/wamex_xml/a080445_holt_rock_e70_2712_2008s_17261769.json,a080445_holt_rock_e70_2712_2008s_17261769.json,80445
39,data/wamex_xml/a080120_p26_3330_2008a_15515021.json,a080120_p26_3330_2008a_15515021.json,80120
39,data/wamex_xml/a074811_vol. 1 ullawarra combined ull015 ye 31.12.06_10474494.json,a074811_vol. 1 ullawarra combined ull015 ye 31.12.06_10474494.json,74811
39,data/wamex_xml/a083055_e51_1118 annual report 2009_15250139.json,a083055_e51_1118 annual report 2009_15250139.json,83055
39,data/wamex_xml/a074822_mr_a_2007_14493557.json,a074822_mr_a_2007_14493557.json,74822
39,data/wamex_xml/a078280_e57625_2008a_12233611.json,a078280_e57625_2008a_12233611.json,78280
39,data/wamex_xml/a077554_annual_report___hinkler_wel_14974391.json,a077554_annual_report___hinkler_wel_14974391.json,77554
39,data/wamex_xml/a072470_e47_1128_annual_2006_15646390.json,a072470_e47_1128_annual_2006_15646390.json,72470
39,data/wamex_xml/a081551_verification_listing_c8_2007_a2008_14071408.json,a081551_verification_listing_c8_2007_a2008_14071408.json,81551
39,data/wamex_xml/a076905_e31_686_2007a_15434645.json,a076905_e31_686_2007a_15434645.json,76905
39,data/wamex_xml/a079992_dw 2008a_15474964.json,a079992_dw 2008a_15474964.json,79992
39,data/wamex_xml/a077235_e9_1123_annual_07_15544589.json,a077235_e9_1123_annual_07_15544589.json,77235
39,data/wamex_xml/a076168_coolgardie annual report 2007_9968549.json,a076168_coolgardie annual report 2007_9968549.json,76168
39,data/wamex_xml/a073790_30-1473_e45-2774_weenoo_s_ 2006_ 6382_11239142.json,a073790_30-1473_e45-2774_weenoo_s_ 2006_ 6382_11239142.json,73790
39,data/wamex_xml/a072550_fig 8 wpd08_18021371.json,a072550_fig 8 wpd08_18021371.json,72550
39,data/wamex_xml/a072053_slg-2005-06-annual-report-e803151-map-2_17764135.json,a072053_slg-2005-06-annual-report-e803151-map-2_17764135.json,72053
39,data/wamex_xml/a082113_mt casuarina a r 2009_16049623.json,a082113_mt casuarina a r 2009_16049623.json,82113
39,data/wamex_xml/a079736_lookout_well_e37_787_verification report_16013692.json,a079736_lookout_well_e37_787_verification report_16013692.json,79736
39,data/wamex_xml/a082462_appendix2_geological legend_10791017.json,a082462_appendix2_geological legend_10791017.json,82462
39,data/wamex_xml/a084692_pc title page and doir bibliographic data sheet_12186963.json,a084692_pc title page and doir bibliographic data sheet_12186963.json,84692
39,data/wamex_xml/a081717_forrestania 77-3494 annual report 2009_11795642.json,a081717_forrestania 77-3494 annual report 2009_11795642.json,81717
39,data/wamex_xml/a073632_c399_1996_ 2006 verification report_13209127.json,a073632_c399_1996_ 2006 verification report_13209127.json,73632
39,data/wamex_xml/a085364_vertification report_e77_2916_2009s_18129022.json,a085364_vertification report_e77_2916_2009s_18129022.json,85364
39,data/wamex_xml/a084699_yandal_a3imageatlas_9499527.json,a084699_yandal_a3imageatlas_9499527.json,84699
39,data/wamex_xml/a073862_surrender e52-1762_17444612.json,a073862_surrender e52-1762_17444612.json,73862
39,data/wamex_xml/a076041_anrepm70660_11118937.json,a076041_anrepm70660_11118937.json,76041
39,data/wamex_xml/a080604_e39_1045_2008s_18433666.json,a080604_e39_1045_2008s_18433666.json,80604
39,data/wamex_xml/a080187_c672006_2008ps_final_081128_12361428.json,a080187_c672006_2008ps_final_081128_12361428.json,80187
39,data/wamex_xml/a080942_e58_285 drill hole location plan_14335816.json,a080942_e58_285 drill hole location plan_14335816.json,80942
39,data/wamex_xml/a084633_e08_1504 shaw river resources surrender 2009_15876683.json,a084633_e08_1504 shaw river resources surrender 2009_15876683.json,84633
39,data/wamex_xml/a075018_c147-2006 _2006annual report_15221440.json,a075018_c147-2006 _2006annual report_15221440.json,75018
39,data/wamex_xml/a073946_e28_1186_2006a_16077013.json,a073946_e28_1186_2006a_16077013.json,73946
39,data/wamex_xml/a082060_c125_2004_2009a_verification rpt_16488572.json,a082060_c125_2004_2009a_verification rpt_16488572.json,82060
39,data/wamex_xml/a073149_e38_1476 annual 2005-2006_14591529.json,a073149_e38_1476 annual 2005-2006_14591529.json,73149
39,data/wamex_xml/a077861_c204_1998_2008a_17329751.json,a077861_c204_1998_2008a_17329751.json,77861
39,data/wamex_xml/a084997_verification_report_e29_648_2009a_14713339.json,a084997_verification_report_e29_648_2009a_14713339.json,84997
39,data/wamex_xml/a084207_e39-911s09_11989398.json,a084207_e39-911s09_11989398.json,84207
39,data/wamex_xml/a072430_jrl_ar_2005_14750045.json,a072430_jrl_ar_2005_14750045.json,72430
39,data/wamex_xml/a085152_e38_1476_annualreport_20091016 2009_12958628.json,a085152_e38_1476_annualreport_20091016 2009_12958628.json,85152
39,data/wamex_xml/a078971_neg_ib_08-3a_15415800.json,a078971_neg_ib_08-3a_15415800.json,78971
39,data/wamex_xml/a082826_e45_2300_verif_2009a_10724389.json,a082826_e45_2300_verif_2009a_10724389.json,82826
39,data/wamex_xml/a074214_annual report for e15-818 (2005-2006)_11391307.json,a074214_annual report for e15-818 (2005-2006)_11391307.json,74214
39,data/wamex_xml/a082866_verification p46_1459_10464152.json,a082866_verification p46_1459_10464152.json,82866
39,data/wamex_xml/a080667_c99_2008a_11516580.json,a080667_c99_2008a_11516580.json,80667
39,data/wamex_xml/a078543_p29_1805_2008a_8992919.json,a078543_p29_1805_2008a_8992919.json,78543
39,data/wamex_xml/a085548_2010.02.02 - dmp-atr - e69 2265_12346797.json,a085548_2010.02.02 - dmp-atr - e69 2265_12346797.json,85548
39,data/wamex_xml/a077053_e63_1020_year 1_annual_report_14294522.json,a077053_e63_1020_year 1_annual_report_14294522.json,77053
39,data/wamex_xml/a079290_map c65_2008 kooly _ #1b85_14820526.json,a079290_map c65_2008 kooly _ #1b85_14820526.json,79290
39,data/wamex_xml/a084219_neg_ag_09-4a_15134186.json,a084219_neg_ag_09-4a_15134186.json,84219
39,data/wamex_xml/a085290_annrptant-sun2009_11078326.json,a085290_annrptant-sun2009_11078326.json,85290
39,data/wamex_xml/a084296_p531491_2009a_9193847.json,a084296_p531491_2009a_9193847.json,84296
39,data/wamex_xml/a076869_e702740 - annual report - 071117_11962757.json,a076869_e702740 - annual report - 071117_11962757.json,76869
39,data/wamex_xml/a072447_collurabbie annual report 2006_15521208.json,a072447_collurabbie annual report 2006_15521208.json,72447
39,data/wamex_xml/a074150_c84-2004_2006a_13646717.json,a074150_c84-2004_2006a_13646717.json,74150
39,data/wamex_xml/a074285_c30-2003_2006a_verification list_17046446.json,a074285_c30-2003_2006a_verification list_17046446.json,74285
39,data/wamex_xml/a081027_minex report_cvg_2008_12123615.json,a081027_minex report_cvg_2008_12123615.json,81027
39,data/wamex_xml/a079613_e771035_2008a_8860899.json,a079613_e771035_2008a_8860899.json,79613
39,data/wamex_xml/a078086_st_annrpt_2008.(dmp)_15936603.json,a078086_st_annrpt_2008.(dmp)_15936603.json,78086
39,data/wamex_xml/a075092_pdi07_008_15771197.json,a075092_pdi07_008_15771197.json,75092
39,data/wamex_xml/a075603_e28_1536_2007a_17472098.json,a075603_e28_1536_2007a_17472098.json,75603
40,data/wamex_xml/a074990_e70_2561 2007a_13924952.json,a074990_e70_2561 2007a_13924952.json,74990
40,data/wamex_xml/a072840_pcl5c metafile document_16325362.json,a072840_pcl5c metafile document_16325362.json,72840
40,data/wamex_xml/a077468_e471262_file verification_2008a_15565437.json,a077468_e471262_file verification_2008a_15565437.json,77468
40,data/wamex_xml/a076853_c135_2007a_14287086.json,a076853_c135_2007a_14287086.json,76853
40,data/wamex_xml/a075443_gr title page and doir bibliographic data sheet_14420214.json,a075443_gr title page and doir bibliographic data sheet_14420214.json,75443
40,data/wamex_xml/a074565_c94_2006_2006a_14518125.json,a074565_c94_2006_2006a_14518125.json,74565
40,data/wamex_xml/a076555_verification_e40-212_9536873.json,a076555_verification_e40-212_9536873.json,76555
40,data/wamex_xml/a074647_2007_parker range nth_a_verification list_12151411.json,a074647_2007_parker range nth_a_verification list_12151411.json,74647
40,data/wamex_xml/a081922_woongaring_e77_1179_2009s_16276109.json,a081922_woongaring_e77_1179_2009s_16276109.json,81922
40,data/wamex_xml/a074041_c141_04_2006a_18302699.json,a074041_c141_04_2006a_18302699.json,74041
40,data/wamex_xml/a082442_lake_wells_e38_1903_annual_report_2009_11727346.json,a082442_lake_wells_e38_1903_annual_report_2009_11727346.json,82442
40,data/wamex_xml/a073776_menzies annual report 2006 p29_1795_14522656.json,a073776_menzies annual report 2006 p29_1795_14522656.json,73776
40,data/wamex_xml/a075655_e40_165_2007a_9925568.json,a075655_e40_165_2007a_9925568.json,75655
40,data/wamex_xml/a074352_empire pennys ann. rpt e27- 255-06_10936049.json,a074352_empire pennys ann. rpt e27- 255-06_10936049.json,74352
40,data/wamex_xml/a082994_agaton annual report dmp_11463430.json,a082994_agaton annual report dmp_11463430.json,82994
40,data/wamex_xml/a084905_ammended_avocachalice ann_rpt 2009 bilbliography_16472044.json,a084905_ammended_avocachalice ann_rpt 2009 bilbliography_16472044.json,84905
40,data/wamex_xml/a080951_m52_297_2009a_11880511.json,a080951_m52_297_2009a_11880511.json,80951
40,data/wamex_xml/a079061_archaeological survey_9358893.json,a079061_archaeological survey_9358893.json,79061
40,data/wamex_xml/a079977_e70-3039_2008a_combined_14848665.json,a079977_e70-3039_2008a_combined_14848665.json,79977
40,data/wamex_xml/a081181_glen florrie report05_17612237.json,a081181_glen florrie report05_17612237.json,81181
40,data/wamex_xml/a084047_090817 annual tech report 24 3908_10021923.json,a084047_090817 annual tech report 24 3908_10021923.json,84047
40,data/wamex_xml/a080108_doir annual report combined - e47-1209 & e47-760_11907052.json,a080108_doir annual report combined - e47-1209 & e47-760_11907052.json,80108
40,data/wamex_xml/a077902_kj_c30_2006_08a_16621117.json,a077902_kj_c30_2006_08a_16621117.json,77902
40,data/wamex_xml/a084268_2009.09.15 - dmp-atr-m39_818_2009a_12255090.json,a084268_2009.09.15 - dmp-atr-m39_818_2009a_12255090.json,84268
40,data/wamex_xml/a072925_2006ar_17384989.json,a072925_2006ar_17384989.json,72925
40,data/wamex_xml/a082414_wek_p16_2453_verif_08_15329144.json,a082414_wek_p16_2453_verif_08_15329144.json,82414
40,data/wamex_xml/a080841_xa_2008a_verification listing form_11983041.json,a080841_xa_2008a_verification listing form_11983041.json,80841
40,data/wamex_xml/a084587_e52-2116 - reqlinquishment report 2009 - 09oct09_12410603.json,a084587_e52-2116 - reqlinquishment report 2009 - 09oct09_12410603.json,84587
40,data/wamex_xml/a078667_lw_c47_2007_text2008a_17620582.json,a078667_lw_c47_2007_text2008a_17620582.json,78667
40,data/wamex_xml/a084040_el 74-371 partial surrender report_9863577.json,a084040_el 74-371 partial surrender report_9863577.json,84040
40,data/wamex_xml/a078605_gabanintha technical report 2008_16185459.json,a078605_gabanintha technical report 2008_16185459.json,78605
40,data/wamex_xml/a084689_title page_14120089.json,a084689_title page_14120089.json,84689
40,data/wamex_xml/a085409_yn_e28_1609_09an_10923901.json,a085409_yn_e28_1609_09an_10923901.json,85409
40,data/wamex_xml/a074436_c15_2005_2007a_11785177.json,a074436_c15_2005_2007a_11785177.json,74436
40,data/wamex_xml/a077718_e52-1583 annual report_16571344.json,a077718_e52-1583 annual report_16571344.json,77718
40,data/wamex_xml/a075275_bonnievale_e150682_c124_2006_2007a_rpt_10288840.json,a075275_bonnievale_e150682_c124_2006_2007a_rpt_10288840.json,75275
40,data/wamex_xml/a084766_e31_658_ps_2009_16925331.json,a084766_e31_658_ps_2009_16925331.json,84766
40,data/wamex_xml/a077614_eml_2007a_15285911.json,a077614_eml_2007a_15285911.json,77614
40,data/wamex_xml/a084182_naretha surrender report e28-1390 final doc_9859437.json,a084182_naretha surrender report e28-1390 final doc_9859437.json,84182
40,data/wamex_xml/a077122_c_187_1996_2007a_12627894.json,a077122_c_187_1996_2007a_12627894.json,77122
40,data/wamex_xml/a073459_c502006a2006_13748206.json,a073459_c502006a2006_13748206.json,73459
40,data/wamex_xml/a084453_partial surrender e30-291_11594593.json,a084453_partial surrender e30-291_11594593.json,84453
40,data/wamex_xml/a078228_figure1_9333286.json,a078228_figure1_9333286.json,78228
40,data/wamex_xml/a082181_verification list e80-2721 2009s_15264966.json,a082181_verification list e80-2721 2009s_15264966.json,82181
40,data/wamex_xml/a073528_e15-782a06_16332557.json,a073528_e15-782a06_16332557.json,73528
40,data/wamex_xml/a080047_averr p24-3982 2008_16661312.json,a080047_averr p24-3982 2008_16661312.json,80047
40,data/wamex_xml/a078742_cur e38.1768 minex 2008_11243032.json,a078742_cur e38.1768 minex 2008_11243032.json,78742
40,data/wamex_xml/a077655_e09_1043_2007a_17981362.json,a077655_e09_1043_2007a_17981362.json,77655
40,data/wamex_xml/a081535_c252_2008_2008a_14277799.json,a081535_c252_2008_2008a_14277799.json,81535
40,data/wamex_xml/a075707_verification report for dept reports_12276912.json,a075707_verification report for dept reports_12276912.json,75707
40,data/wamex_xml/a081441_atr_09_iw_e09_1273_8975974.json,a081441_atr_09_iw_e09_1273_8975974.json,81441
40,data/wamex_xml/a074147_e52-1650_2006a_12947286.json,a074147_e52-1650_2006a_12947286.json,74147
40,data/wamex_xml/a075723_bibliographic data sheet_15897634.json,a075723_bibliographic data sheet_15897634.json,75723
40,data/wamex_xml/a077058_e53_1057 surrender report_14594474.json,a077058_e53_1057 surrender report_14594474.json,77058
40,data/wamex_xml/a084811_18174 -  report on shingle investigation_12704445.json,a084811_18174 -  report on shingle investigation_12704445.json,84811
40,data/wamex_xml/a073726_combined e80-2394_2522 (golden crown) 2006 annual report _16510765.json,a073726_combined e80-2394_2522 (golden crown) 2006 annual report _16510765.json,73726
40,data/wamex_xml/a085292_p29_2048_atr_2009_12354881.json,a085292_p29_2048_atr_2009_12354881.json,85292
40,data/wamex_xml/a081704_annual report e08-1609 mundong well project april 2009_11614612.json,a081704_annual report e08-1609 mundong well project april 2009_11614612.json,81704
40,data/wamex_xml/a082224_figure 1 tenure__16218534.json,a082224_figure 1 tenure__16218534.json,82224
40,data/wamex_xml/a073951_v2005+06_13784356.json,a073951_v2005+06_13784356.json,73951
40,data/wamex_xml/a077012_a_2007_e041526_12662735.json,a077012_a_2007_e041526_12662735.json,77012
40,data/wamex_xml/a075101_annual report m 29 212 2007 2007_16361508.json,a075101_annual report m 29 212 2007 2007_16361508.json,75101
40,data/wamex_xml/a086027_ar_c2372008_feb2010_11663710.json,a086027_ar_c2372008_feb2010_11663710.json,86027
40,data/wamex_xml/a074345_c16_2003vol2_2007a_lehmanswell_12900531.json,a074345_c16_2003vol2_2007a_lehmanswell_12900531.json,74345
40,data/wamex_xml/a084778_annrpt 883 884 885 2009 igc_9428598.json,a084778_annrpt 883 884 885 2009 igc_9428598.json,84778
40,data/wamex_xml/a080972_e37_760_2008a_12279097.json,a080972_e37_760_2008a_12279097.json,80972
40,data/wamex_xml/a076575_c064_2001_2007a_11619250.json,a076575_c064_2001_2007a_11619250.json,76575
40,data/wamex_xml/a080400_e69_2180_2008a_appendix1_16023301.json,a080400_e69_2180_2008a_appendix1_16023301.json,80400
40,data/wamex_xml/a077747_m70-697_16195450.json,a077747_m70-697_16195450.json,77747
40,data/wamex_xml/a080043_lake_tay_east_e63_985_2008s_10899550.json,a080043_lake_tay_east_e63_985_2008s_10899550.json,80043
40,data/wamex_xml/a078132_wwjv_2008a_12269471.json,a078132_wwjv_2008a_12269471.json,78132
40,data/wamex_xml/a082708_moy logging system and codes may 2008_15488660.json,a082708_moy logging system and codes may 2008_15488660.json,82708
40,data/wamex_xml/a081807_unlock-e77_1084_s_2008_reportbody_01__14220416.json,a081807_unlock-e77_1084_s_2008_reportbody_01__14220416.json,81807
40,data/wamex_xml/a080757_gullewa_interp_50k_2007_18033781.json,a080757_gullewa_interp_50k_2007_18033781.json,80757
40,data/wamex_xml/a073460_1564govt map_11759810.json,a073460_1564govt map_11759810.json,73460
40,data/wamex_xml/a082690_encounter resources in centipede _20080827_10207776.json,a082690_encounter resources in centipede _20080827_10207776.json,82690
40,data/wamex_xml/a080815_c122-2008_annual_rpt_mainbody_2008_12365165.json,a080815_c122-2008_annual_rpt_mainbody_2008_12365165.json,80815
40,data/wamex_xml/a074343_gr_rptann_2006_16269289.json,a074343_gr_rptann_2006_16269289.json,74343
40,data/wamex_xml/a075921_e38_1468_2007p_11079384.json,a075921_e38_1468_2007p_11079384.json,75921
40,data/wamex_xml/a075577_e47_1021_2007a_15083951.json,a075577_e47_1021_2007a_15083951.json,75577
40,data/wamex_xml/a080123_p39_4380_2008s_15571562.json,a080123_p39_4380_2008s_15571562.json,80123
40,data/wamex_xml/a076269_ms_fvr_2007a_9976802.json,a076269_ms_fvr_2007a_9976802.json,76269
40,data/wamex_xml/a079564_verfication list_14680410.json,a079564_verfication list_14680410.json,79564
40,data/wamex_xml/a080884_old station west annual report 2009_12780011.json,a080884_old station west annual report 2009_12780011.json,80884
40,data/wamex_xml/a085225_gs3021_2009s_11821528.json,a085225_gs3021_2009s_11821528.json,85225
40,data/wamex_xml/a074438_plumridge combined report 2006_final_15977204.json,a074438_plumridge combined report 2006_final_15977204.json,74438
40,data/wamex_xml/a084720_appendix 2_geology legend stratigraphic column_11114573.json,a084720_appendix 2_geology legend stratigraphic column_11114573.json,84720
40,data/wamex_xml/a085752_2010.02.16 - bowen - partial surrender report - e803537_12602575.json,a085752_2010.02.16 - bowen - partial surrender report - e803537_12602575.json,85752
40,data/wamex_xml/a081658_znc0005_e45_2984_ar2008_11560350.json,a081658_znc0005_e45_2984_ar2008_11560350.json,81658
40,data/wamex_xml/a076524_irwin_rivernth_annual_rep_07_15451940.json,a076524_irwin_rivernth_annual_rep_07_15451940.json,76524
40,data/wamex_xml/a079909_amer 2008_10086679.json,a079909_amer 2008_10086679.json,79909
