,x,y
702,-8.2966,-114.209755
703,141.64844,92.6884
704,0.46257186,-142.4501
705,99.17441,14.870445
706,74.64653,73.02535
707,4.0769415,-112.17922
708,31.126324,33.91364
709,27.489443,-45.049248
710,-72.31248,-129.70177
711,-58.94774,11.490404
712,118.884995,97.81732
713,-81.91767,57.694195
714,-94.80639,5.0769854
715,22.608807,-22.065712
716,-60.074615,52.579216
717,31.12147,113.38281
718,-8.861963,25.343851
719,-123.06085,-56.001564
720,-63.577976,-59.9518
721,-83.32975,-55.457954
722,-86.87802,-82.668
723,137.63756,-47.53167
724,15.428779,-41.348503
725,91.01187,18.796383
726,-129.18027,-61.615345
727,3.3475342,-125.17235
728,123.61112,102.29934
729,123.10349,126.070465
730,-82.05995,76.21831
731,80.63681,65.1035
732,97.51691,97.07262
733,133.69194,95.18152
734,-94.74146,25.351154
735,13.681054,-92.26616
736,-65.82309,17.184656
737,-60.85877,-105.31651
738,24.471672,32.775913
739,-27.298286,-111.48972
740,-93.96474,-56.202374
741,48.329945,1.9631827
742,94.807785,76.771164
743,-24.014763,134.26364
744,142.22339,7.812966
745,11.44419,112.26063
746,17.346436,-57.004364
747,-83.88687,33.73752
748,-22.570486,-91.10299
749,21.557869,-10.148557
750,-96.59936,-89.515274
751,-16.940378,41.766792
752,26.40081,135.4573
753,121.61754,120.41032
754,58.514595,113.51229
755,59.194744,115.57506
756,81.34162,-23.28336
757,-32.244247,-2.7038097
758,55.535545,92.37733
759,-55.722935,-44.972588
760,-93.16045,46.97368
761,-20.183279,-1.605595
762,-22.229713,-57.815094
763,79.71891,77.45069
764,20.59527,-89.0207
765,-26.543495,-49.37956
766,-13.267192,44.0347
767,-35.09366,-14.458869
768,-129.50217,-46.458466
769,38.581154,74.859604
770,-49.93054,-84.34904
771,53.65786,-47.51121
772,-82.20947,76.13612
773,-93.99636,47.300774
774,-27.76446,4.473734
775,-23.470314,-23.326515
776,63.232582,93.734344
777,9.21081,-154.41924
778,170.08392,14.8326025
779,117.30658,98.19693
780,33.026302,-72.12499
781,40.610786,-62.068684
782,3.5272994,12.164068
783,-25.143063,74.60663
784,-99.09388,-124.59192
785,16.99595,110.16289
786,168.02917,20.868958
787,-6.77698,-88.44765
788,49.222572,-0.19667642
789,-85.55614,-37.00306
790,-116.29436,-6.2304025
791,6.1050153,-0.8693522
792,-34.51862,-144.48949
793,-78.727325,-40.996864
794,18.61763,49.52234
795,16.974705,-87.310265
796,-71.415855,-28.27947
797,-66.213264,31.270315
798,40.93352,-28.726229
799,-47.865112,-124.65499
800,-7.0378594,-10.008405
801,-85.49207,-115.088715
802,101.27996,65.99331
803,-95.22228,-118.22979
804,21.5055,-113.419685
805,-53.154533,89.642265
806,-50.302338,93.122734
807,134.22636,85.67239
808,-8.301248,-96.326355
809,37.85,28.890875
810,-90.72868,-90.88352
811,-19.336823,74.468346
812,-110.65856,-65.266785
813,-83.86043,33.632748
814,174.32681,0.49148503
815,7.1918006,86.1586
816,9.860949,-60.43258
817,-71.38218,-84.68993
818,-38.636864,-149.64052
819,-5.694504,98.55365
820,31.015606,80.27912
821,47.235622,53.878235
822,-10.49106,130.75157
823,-154.62088,-55.878063
824,-48.681587,-60.701538
825,32.503445,-48.66608
826,7.524538,-98.24627
827,-102.17532,-110.798515
828,-12.244217,71.4597
829,-87.082436,30.773565
830,27.564114,-40.888103
831,35.125587,22.9632
832,85.5553,-22.467262
833,-3.8316169,-153.40123
834,-126.591034,-39.55731
835,-70.64641,73.31245
836,48.517426,79.662476
837,-10.518586,24.634022
838,175.86183,-0.40621388
839,-4.6808834,111.88003
840,-82.8649,-81.65562
841,-15.852196,32.54113
842,73.85456,67.70162
843,50.976883,30.50431
844,155.10716,0.7035963
845,27.959034,-91.22407
846,13.692127,139.68213
847,-33.984398,-150.44867
848,-24.115108,14.6069
849,-98.5718,-69.41921
850,-50.079388,-68.248634
851,-41.551888,-95.977165
852,-65.53157,70.56468
853,-13.3915825,-7.1780744
854,35.726963,-81.74254
855,-80.89547,12.679303
856,40.053974,-69.65912
857,24.38333,81.00266
858,4.355846,2.158169
859,41.284164,-97.13159
860,-128.38922,-60.865227
861,44.32952,55.9801
862,-83.71779,61.28502
863,-78.1549,-58.72669
864,-28.102467,-51.599453
865,29.347046,-93.9205
866,3.8481538,40.232075
867,20.091558,54.97251
868,-74.665535,-83.23922
869,-18.217293,-50.01768
870,48.569454,57.057995
871,81.73694,-48.08949
872,-2.838799,106.27531
873,70.176735,81.13941
874,-86.654495,-83.21041
875,69.46697,19.148325
876,-95.7943,-69.44234
877,-36.893982,-99.26288
878,-18.942219,-33.412197
879,170.28731,11.544936
880,171.18924,15.527347
881,117.93432,49.174965
882,136.86388,85.76553
883,-122.23671,-57.819096
884,-38.22243,-100.529724
885,-25.417547,131.56021
886,-48.20528,-28.283152
887,-46.14106,-30.962517
888,-113.37504,-65.35969
889,-77.88963,54.458824
890,-28.478165,-150.23549
891,-20.588848,6.685193
892,-64.982414,52.978844
893,92.55553,-19.17724
894,27.161545,138.50679
895,82.54107,-66.525826
896,136.64662,-47.402603
897,108.43358,111.82465
898,-94.07346,-49.337738
899,51.557495,69.862976
900,106.9318,135.66264
901,34.048523,-29.917593
902,-80.64337,2.881049
903,74.90513,-27.566637
904,153.28717,16.45106
905,77.85154,-23.89674
906,-90.578545,-33.493122
907,42.06637,-34.686405
908,-135.69498,76.181656
909,123.08917,123.06743
910,-49.672478,107.03401
911,-54.564045,87.91329
912,-102.31654,-73.81449
913,42.72319,89.29388
914,-76.08326,-58.862198
915,-1.4201134,21.24048
916,-71.35231,-91.137886
917,-17.482933,-91.34735
918,44.763912,-53.122856
919,-89.621574,-75.29599
920,59.1694,-149.4815
921,-6.5972905,118.406334
922,132.6932,97.44267
923,-86.411606,22.751133
924,-67.82434,-56.960274
925,-69.94225,-19.917084
926,33.264816,76.89244
927,-17.253498,3.4932423
928,-28.628805,45.431526
929,-16.699163,-65.076355
930,29.38974,67.283005
931,100.361015,17.349497
932,-67.87875,75.64579
933,-86.96647,64.451225
934,25.486025,-86.087364
935,73.63005,50.906437
936,-31.038872,51.84375
937,23.630186,-1.0309173
938,-51.26481,-30.473341
939,64.31908,87.55869
940,-52.205376,-51.017193
941,-18.235985,36.432823
942,22.780876,40.532932
943,-50.435993,-70.76734
944,102.20601,77.78549
945,-32.603016,-104.72478
946,27.160412,76.62588
947,8.524467,-84.81201
948,17.550848,-117.537506
949,-45.657406,-45.59216
950,-75.026024,-55.718353
951,-87.76661,-16.797009
952,-1.9382954,136.1551
953,6.530021,86.86391
954,2.3902948,-109.56989
955,-98.341354,-4.068274
956,-65.99714,-57.541927
957,-117.1394,-11.140153
958,142.75198,89.77342
959,2.1571302,140.03743
960,12.9924,44.761444
961,171.16338,18.738955
962,-9.034393,-115.49598
963,-96.91795,-129.72867
964,29.560741,-106.082184
965,-174.76521,-9.382222
966,-5.618539,120.91136
967,116.879105,61.221962
968,-30.876747,-130.47528
969,23.558548,-1.231861
970,91.42675,86.39224
971,-13.314632,0.6403726
972,-30.4052,42.75086
973,37.0744,96.549324
974,75.20071,56.067593
975,-9.8129225,116.03653
976,-22.670797,14.179332
977,-158.09447,-19.952986
978,27.97356,137.85904
979,-125.90151,-2.0378149
980,-86.04221,68.96737
981,-20.860285,-35.473953
982,5.94325,-97.2294
983,-63.475582,5.3833637
984,99.92742,88.92735
985,-38.051632,115.97974
986,-29.75158,2.139761
987,-60.787838,52.23082
988,80.93646,-62.574474
989,-81.9437,65.731125
990,112.18026,127.85882
991,-47.05128,-102.19295
992,-92.659546,-31.70288
993,-42.066925,-129.93869
994,154.35698,12.117112
995,81.97474,-8.809341
996,29.892336,-97.504005
997,-12.517346,127.36144
998,-62.416046,55.719944
999,121.41966,59.659035
1000,78.175766,-73.11831
1001,95.063484,-23.303047
1002,-24.924404,135.7566
1003,-98.08409,-115.7352
1004,123.13948,89.84726
1005,-79.651505,-45.700047
1006,-6.3351235,-11.729418
1007,28.286512,61.364544
1008,-67.6405,29.32687
1009,36.01988,99.061714
1010,-12.207648,-3.7575185
1011,17.44155,7.882053
1012,84.674675,-67.03138
1013,-14.828022,-154.79405
1014,-39.345642,-118.53032
1015,86.109566,23.017185
1016,-34.04162,116.86044
1017,-28.640488,94.61828
1018,21.573946,74.26438
1019,-67.48442,14.515722
1020,23.775232,-23.913948
1021,-63.428535,-115.65357
1022,-70.0476,-61.305115
1023,107.04528,104.21321
1024,162.06111,-7.8734875
1025,97.94796,1.9512264
1026,168.78557,7.369412
1027,38.73539,-52.75621
1028,-18.665195,5.6074004
1029,49.781315,90.01818
1030,89.59748,-69.03571
1031,-114.071754,-45.871174
1032,-74.572685,-75.118614
1033,-26.553675,-151.33713
1034,11.118113,2.6878037
1035,77.400925,51.47114
1036,142.19238,7.935217
1037,-93.40907,44.84327
1038,46.179672,88.67402
1039,118.86154,79.811714
1040,55.004436,-50.119568
1041,59.813026,115.53779
1042,15.053332,32.38871
1043,155.40727,13.626125
1044,-59.12088,-23.474516
1045,-15.434049,-24.922607
1046,-175.1332,-7.8033123
1047,86.60319,55.868587
1048,-37.825428,-47.726078
1049,-27.484047,-152.0248
1050,-69.57243,-8.682918
1051,163.88565,-1.6444732
1052,-48.23131,21.781584
1053,97.56143,108.88289
1054,-14.262853,-96.93291
1055,22.453024,136.18158
1056,86.2278,71.49639
1057,-136.82283,73.48473
1058,-56.029278,-72.25429
